"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"397";0;0;0;0;0;0;0;0;2
"398";0;0;0;0;0;0;4;4;4
"399";0;0;0;0;0;0;0;0;1
"400";0;0;0;0;0;0;4;4;4
"401";0;0;0;0;0;0;0;0;0
"402";0;0;0;0;0;0;4;4;4
"403";0;0;0;0;0;0;0;0;0
"404";0;0;0;0;0;0;4;4;4
"405";0;0;0;0;0;0;0;0;2
"406";0;0;0;0;0;0;0;0;2
"407";0;0;0;0;0;0;0;0;1
"408";0;0;0;0;0;0;4;4;4
"409";0;0;0;0;0;0;0;0;0
"410";0;0;0;0;0;0;0;0;0
"411";0;0;0;0;0;0;0;0;1
"412";0;0;0;0;0;0;4;4;4
"413";0;0;0;0;0;0;0;0;0
"414";0;0;0;0;0;0;0;0;0
"415";0;0;0;0;0;0;0;0;0
"416";0;0;0;0;0;0;0;0;0
"417";0;0;0;0;0;0;0;0;0
"418";0;0;0;0;0;0;0;0;0
"419";0;0;0;0;0;0;0;0;0
"420";0;0;0;0;0;0;4;4;4
"421";0;0;0;0;0;0;0;0;0
"422";0;0;0;0;0;0;0;0;0
"423";0;0;0;0;0;0;0;0;0
"424";0;0;0;0;0;0;0;0;2
"425";0;0;0;0;0;0;0;0;0
"426";0;0;0;0;0;0;4;4;4
"427";0;0;0;0;0;0;0;0;1
"428";0;0;0;0;0;0;0;0;2
"429";0;0;0;0;0;0;0;0;0
"430";0;0;0;0;0;5;5;5;5
"431";0;0;0;0;0;0;0;0;0
"432";0;0;0;0;0;0;0;0;0
"433";0;0;0;0;0;5;5;5;5
"434";0;0;0;0;0;0;0;0;0
"435";0;0;0;0;0;0;0;0;0
"436";0;0;0;0;0;0;0;0;0
"437";0;0;0;0;0;0;0;0;2
"438";0;0;0;0;0;0;4;4;4
"439";0;0;0;0;0;0;0;0;0
"440";0;0;0;0;0;0;0;0;1
"441";0;0;0;0;0;0;4;4;4
"442";0;0;0;0;0;5;5;5;5
"443";0;0;0;0;0;0;4;4;4
"444";0;0;0;0;0;0;0;0;1
"445";0;0;0;0;0;5;5;5;5
"446";0;0;0;0;0;0;0;0;2
"447";0;0;0;0;0;0;0;3;3
"448";0;0;0;0;0;0;0;0;2
"449";0;0;0;0;0;0;4;4;4
"450";0;0;0;0;0;0;0;3;3
"451";0;0;0;0;0;0;0;0;1
"452";0;0;0;0;0;0;4;4;4
"453";0;0;0;0;0;0;4;4;4
"454";0;0;0;0;0;0;4;4;4
"455";0;0;0;0;0;0;0;0;2
"456";0;0;0;0;0;0;4;4;4
"457";0;0;0;0;0;0;0;0;1
"458";0;0;0;0;0;0;4;4;4
"459";0;0;0;0;0;0;4;4;4
"460";0;0;0;0;0;0;0;3;3
"461";0;0;0;0;0;0;4;4;4
"462";0;0;0;0;0;0;4;4;4
"463";0;0;0;0;0;0;0;0;0
"464";0;0;0;0;0;0;4;4;4
"465";0;0;0;0;0;0;0;0;1
"466";0;0;0;0;0;0;4;4;4
"467";0;0;0;0;0;0;4;4;4
"468";0;0;0;0;0;0;4;4;4
"469";0;0;0;0;0;0;4;4;4
"470";0;0;0;0;0;0;0;0;0
"471";0;0;0;0;0;0;4;4;4
"472";0;0;0;0;0;5;5;5;5
"473";0;0;0;0;0;0;0;0;2
"474";0;0;0;0;0;0;4;4;4
"475";0;0;0;0;0;0;4;4;4
"476";0;0;0;0;0;0;0;0;2
"477";0;0;0;0;0;0;0;3;3
"478";0;0;0;0;0;0;4;4;4
"479";0;0;0;0;0;0;4;4;4
"480";0;0;0;0;0;0;0;0;0
"481";0;0;0;0;0;0;4;4;4
"482";0;0;0;0;0;0;4;4;4
"483";0;0;0;0;0;0;0;3;3
"484";0;0;0;0;0;0;4;4;4
"485";0;0;0;0;0;0;4;4;4
"486";0;0;0;0;0;0;4;4;4
"487";0;0;0;0;0;0;4;4;4
"488";0;0;0;0;0;0;0;3;3
"489";0;0;0;0;0;0;4;4;4
"490";0;0;0;0;0;0;4;4;4
"491";0;0;0;0;0;0;4;4;4
"492";0;0;0;0;0;0;4;4;4
"493";0;0;0;0;0;0;4;4;4
"494";0;0;0;0;0;0;4;4;4
"495";0;0;0;0;0;0;0;0;0
"496";0;0;0;0;0;0;0;0;2
"497";0;0;0;0;0;0;4;4;4
"498";0;0;0;0;0;0;0;0;2
"499";0;0;0;0;0;0;0;0;2
"500";0;0;0;0;0;0;0;3;3
"501";0;0;0;0;0;0;4;4;4
"502";0;0;0;0;0;0;0;0;2
"503";0;0;0;0;0;5;5;5;5
"504";0;0;0;0;0;0;0;0;2
"505";0;0;0;0;0;0;0;0;2
"506";0;0;0;0;0;5;5;5;5
"507";0;0;0;0;0;0;4;4;4
"508";0;0;0;0;0;5;5;5;5
"509";0;0;0;0;0;0;4;4;4
"510";0;0;0;0;0;0;0;0;0
"511";0;0;0;0;0;0;0;0;0
"512";0;0;0;0;0;0;0;3;3
"513";0;0;0;0;0;0;4;4;4
"514";0;0;0;0;0;0;0;0;2
"515";0;0;0;0;0;0;0;0;2
"516";0;0;0;0;0;0;0;0;2
"517";0;0;0;0;0;0;4;4;4
"518";0;0;0;0;0;5;5;5;5
"519";0;0;0;0;0;0;0;0;2
"520";0;0;0;0;0;0;0;3;3
"521";0;0;0;0;0;0;4;4;4
"522";0;0;0;0;0;0;4;4;4
"523";0;0;0;0;0;0;0;0;0
"524";0;0;0;0;0;0;0;0;1
"525";0;0;0;0;0;0;0;0;0
"526";0;0;0;0;0;0;4;4;4
"527";0;0;0;0;0;0;0;0;0
"528";0;0;0;0;0;0;4;4;4
"529";0;0;0;0;0;0;4;4;4
"530";0;0;0;0;0;0;0;0;2
"531";0;0;0;0;0;5;5;5;5
"532";0;0;0;0;0;0;0;0;2
"533";0;0;0;0;0;0;0;0;0
"534";0;0;0;0;0;0;4;4;4
"535";0;0;0;0;0;0;0;3;3
"536";0;0;0;0;0;0;4;4;4
"537";0;0;0;0;0;0;4;4;4
"538";0;0;0;0;0;0;0;0;0
"539";0;0;0;0;0;0;0;3;3
"540";0;0;0;0;0;0;0;0;0
"541";0;0;0;0;0;0;4;4;4
"542";0;0;0;0;0;0;0;0;2
"543";0;0;0;0;0;0;0;0;0
"544";0;0;0;0;0;0;4;4;4
"545";0;0;0;0;0;0;4;4;4
"546";0;0;0;0;0;0;4;4;4
"547";0;0;0;0;0;0;4;4;4
"548";0;0;0;0;0;0;4;4;4
"549";0;0;0;0;0;5;5;5;5
"550";0;0;0;0;0;5;5;5;5
"551";0;0;0;0;0;0;4;4;4
"552";0;0;0;0;0;0;4;4;4
"553";0;0;0;0;0;0;4;4;4
"554";0;0;0;0;0;0;0;0;0
"555";0;0;0;0;0;0;0;0;0
"556";0;0;0;0;0;0;0;0;0
"557";0;0;0;0;0;0;0;0;1
"558";0;0;0;0;0;0;0;0;2
"559";0;0;0;0;0;0;0;0;2
"560";0;0;0;0;0;0;0;0;2
"561";0;0;0;0;0;0;0;3;3
"562";0;0;0;0;0;0;0;0;1
"563";0;0;0;0;0;0;0;0;0
"564";0;0;0;0;0;0;0;0;1
"565";0;0;0;0;0;0;0;3;3
"566";0;0;0;0;0;5;5;5;5
"567";0;0;0;0;0;5;5;5;5
"568";0;0;0;0;0;5;5;5;5
"569";0;0;0;0;0;0;0;0;2
"570";0;0;0;0;0;0;0;3;3
"571";0;0;0;0;0;0;0;0;2
"572";0;0;0;0;0;0;0;0;1
"573";0;0;0;0;0;5;5;5;5
"574";0;0;0;0;0;0;0;0;0
"575";0;0;0;0;0;0;0;0;0
"576";0;0;0;0;0;0;4;4;4
"577";0;0;0;0;0;0;0;0;2
"578";0;0;0;0;0;5;5;5;5
"579";0;0;0;0;0;0;0;0;0
"580";0;0;0;0;0;0;4;4;4
"581";0;0;0;0;0;5;5;5;5
"582";0;0;0;0;0;0;0;0;1
"583";0;0;0;0;0;0;4;4;4
"584";0;0;0;0;0;0;0;0;2
"585";0;0;0;0;0;0;0;0;0
"586";0;0;0;0;0;0;0;0;1
"587";0;0;0;0;0;0;0;0;1
"588";0;0;0;0;0;5;5;5;5
"589";0;0;0;0;0;5;5;5;5
"590";0;0;0;0;0;0;0;0;2
"591";0;0;0;0;0;0;0;0;2
"592";0;0;0;0;0;5;5;5;5
"593";0;0;0;0;0;0;0;0;2
"594";0;0;0;0;0;0;0;0;1
"595";0;0;0;0;0;0;0;0;1
"596";0;0;0;0;0;0;4;4;4
"597";0;0;0;0;0;0;0;3;3
"598";0;0;0;0;0;0;0;0;1
"599";0;0;0;0;0;0;0;3;3
"600";0;0;0;0;0;0;4;4;4
"601";0;0;0;0;0;5;5;5;5
"602";0;0;0;0;0;0;0;0;0
"603";0;0;0;0;0;0;0;0;2
"604";0;0;0;0;0;0;0;0;2
"605";0;0;0;0;0;0;0;0;1
"606";0;0;0;0;0;0;0;0;2
"607";0;0;0;0;0;0;0;0;2
"608";0;0;0;0;0;0;0;0;2
"609";0;0;0;0;0;0;0;0;1
"610";0;0;0;0;0;0;0;0;2
"611";0;0;0;0;0;0;0;0;1
"612";0;0;0;0;0;0;0;0;2
"613";0;0;0;0;0;0;0;3;3
"614";0;0;0;0;0;0;0;0;1
"615";0;0;0;0;0;0;0;0;1
"616";0;0;0;0;0;0;0;0;2
"617";0;0;0;0;0;0;4;4;4
"618";0;0;0;0;0;0;0;0;2
"619";0;0;0;0;0;0;4;4;4
"620";0;0;0;0;0;0;0;0;1
"621";0;0;0;0;0;0;0;0;2
"622";0;0;0;0;0;0;0;0;2
"623";0;0;0;0;0;0;0;3;3
"624";0;0;0;0;0;5;5;5;5
"625";0;0;0;0;0;0;0;0;1
"626";0;0;0;0;0;0;0;3;3
"627";0;0;0;0;0;5;5;5;5
"628";0;0;0;0;0;0;0;0;1
"629";0;0;0;0;0;0;0;0;2
"630";0;0;0;0;0;0;0;0;2
"631";0;0;0;0;0;5;5;5;5
"632";0;0;0;0;0;5;5;5;5
"633";0;0;0;0;0;0;0;0;1
"634";0;0;0;0;0;0;0;3;3
"635";0;0;0;0;0;0;0;3;3
"636";0;0;0;0;0;0;0;0;2
"637";0;0;0;0;0;0;0;0;1
"638";0;0;0;0;0;0;0;0;1
"639";0;0;0;0;0;0;0;0;2
"640";0;0;0;0;0;0;0;0;2
"641";0;0;0;0;0;0;4;4;4
"642";0;0;0;0;0;0;4;4;4
"643";0;0;0;0;0;0;0;3;3
"644";0;0;0;0;0;0;0;0;0
"645";0;0;0;0;0;0;0;0;0
"646";0;0;0;0;0;0;0;3;3
"647";0;0;0;0;0;5;5;5;5
"648";0;0;0;0;0;5;5;5;5
"649";0;0;0;0;0;0;0;0;1
"650";0;0;0;0;0;5;5;5;5
"651";0;0;0;0;0;0;0;0;2
"652";0;0;0;0;0;0;0;0;1
"653";0;0;0;0;0;0;0;0;2
"654";0;0;0;0;0;0;0;3;3
"655";0;0;0;0;0;0;0;0;1
"656";0;0;0;0;0;0;0;3;3
"657";0;0;0;0;0;5;5;5;5
