"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"scientifique";-1,59861178902472;0,5439411943005;-0,946698145908314;0,322122058440214;0,92822049102468;0,0717795089753211;0,00217094512138906;0,000251342958898311;0,000849498903178631;0,955771480912706;0,000776016503659934
"mois";1,04332189251791;-0,0360637907670322;0,999403119838214;-0,03454568073788;0,999202572689555;0,000797427310446375;0,000983222160073565;1,17478330656173e-06;0,000903264656544367;0,601212747891989;0,000326491123608954
"membre";1,37150668288651;-0,320044982368769;0,973837005519148;-0,227247632950266;0,964905237600708;0,0350947623992926;0,00169906844187921;9,25203064875021e-05;0,000903264656544368;0,804252145503943;0,000584251012280167
"militaire";0,883818993701173;-1,38812231376812;0,537078084257357;-0,843532531329081;0,377695969596131;0,622304030403868;0,000781169612319958;0,00192696643825787;0,00100004301260269;0,828378440228354;0,000686240355949394
"enfant";-0,95330320176428;0,142431228958828;-0,989022063869224;0,147767916612035;0,985308970527465;0,0146910294725354;0,000850192142898409;1,89786548184527e-05;0,000935524108563809;0,553199100405407;0,000286297736332462
"cause";-0,356786955008727;0,316223936063285;-0,748366769916752;0,663285140557488;0,655870919287946;0,344129080712053;0,000130040092800959;0,0001021524569362;0,00102154931394899;0,253767739736536;6,57857998671349e-05
"angleterre";-1,09772004183471;0,551053147507495;-0,893711834318124;0,448641457290488;0,85593001891572;0,14406998108428;0,00108842423739333;0,000274284958447085;0,000903264656544368;0,683453695901374;0,000421923009302173
"royaume";-0,785172292150061;-0,15234695739359;-0,981691545528563;-0,190477582507081;0,97547080098686;0,0245291990131414;0,000503824467239169;1,89677970284572e-05;0,00081723945115919;0,457925112014478;0,00017137136031898
"origine";-0,691409452352316;-0,433303745563055;-0,847351668409033;-0,53103215537708;0,792186729354836;0,207813270645165;0,000431802987089541;0,000169589868566322;0,000903264656544367;0,447464064346089;0,000180855342875115
"nécessaire";-0,969957632279867;0,058054134395149;-0,9982136528245;0,059745320442435;0,997612989512063;0,0023870104879373;0,000920624764140768;3,29794517348781e-06;0,000978536711256398;0,559381821772966;0,00030619198729229
"lénine";1,07879941690862;-1,96508108208151;0,481235288582759;-0,876591465291939;0,310924928017202;0,689075071982797;0,000963624564583674;0,00319732958143262;0,000827992601832337;1,11442170942428;0,00102831361000024
"culture";-0,883074283288973;0,281456830853921;-0,952776452132595;0,303672574101821;0,936459645681639;0,063540354318361;0,000695998491912832;7,07029297351459e-05;0,00089251150587122;0,525641124594914;0,000246599672295891
"soviet";1,16563619070903;-2,04022170779727;0,496073237141778;-0,868280682378502;0,328271733343034;0,671728266656964;0,0011980518923979;0,00367032322456139;0,000881758355198073;1,17187937487458;0,00121091986837099
"provoquer";-0,288435850930633;-0,292111766974597;-0,702615432406818;-0,711569781640409;0,593449307672515;0,406550692327487;8,31988185458869e-05;8,53329546396296e-05;0,00100004301260269;0,215672145100322;4,65164748807712e-05
"nord";-0,996420064284688;-0,0820963735795922;-0,996623017794829;-0,082113095189067;0,995486330321032;0,004513669678969;0,000928837865846831;6,30525900337689e-06;0,000935524108563809;0,57525638210064;0,000309583549269151
"nom";0,568286465305239;-0,640390992209161;0,663743796812876;-0,747960007080878;0,541073279907476;0,458926720092523;0,000298654324614226;0,000379249145873226;0,000924770957890662;0,445016281914877;0,000183141169948851
"george";0,744809856721706;-0,726917833608053;0,715650305300168;-0,698458760789624;0,611162595040413;0,388837404959586;0,000238608853141988;0,000227282694661029;0,000430126026925889;0,548786809462704;0,00012953974890974
"mesure";-0,23561700658284;-0,410492157986301;-0,497810470767982;-0,867285843994793;0,330322314695382;0,669677685304619;5,43238312936718e-05;0,000164887165801871;0,000978536711256398;0,236142583074195;5,45664553123437e-05
"empire";-0,297260875394207;-0,67575004662461;-0,402660142792051;-0,915349555856496;0,224635261449382;0,775364738550619;7,3164761485333e-05;0,000378092989639485;0,000827992601832337;0,361272928611327;0,00010806804517345
"conséquence";-0,544844225186315;-0,053909721260221;-0,99514057553275;-0,0984643840601614;0,993503338299428;0,00649666170057263;0,000287291611195093;2,8126287600749e-06;0,000967783560583251;0,314864950001599;9,59460009737607e-05
"agir";-0,296758062292994;-0,524471386839182;-0,492456782422737;-0,870336898818983;0,324015980245995;0,675984019754006;8,61751755534238e-05;0,000269166323721283;0,000978536711256398;0,300300422807642;8,82447771775003e-05
"vapeur";-1,78535875358099;0,513300226442734;-0,961067933798805;0,276312190508662;0,947678019077092;0,052321980922908;0,00229647397621632;0,000189825016185995;0,000720461095100865;1,05640810707497;0,000804033205110744
"marier";0,815160698651235;0,414475204781535;0,891390999903235;0,45323513245501;0,852747536059692;0,14725246394031;0,00042871970705766;0,000110836828710071;0,000645189040388834;0,508475027147561;0,000166811596132766
"historien";-0,71298884557075;-0,324234798000788;-0,910294820412373;-0,413960553592254;0,878634934379013;0,121365065620988;0,000459177382772357;9,49585912911027e-05;0,000903264656544367;0,43814224993521;0,000173398479708549
"violence";1,19911824237614;-0,573549319290172;0,902117241193054;-0,431491000070955;0,867446375511841;0,132553624488159;0,00102047809483364;0,000233464689120419;0,000709707944427717;0,741612982030743;0,000390332141142534
"organiser";1,04281421921703;0,319006390284492;0,956257032212877;0,292527756535034;0,941171841268694;0,0588281587313069;0,00106412099571929;9,95808638097668e-05;0,000978536711256398;0,619168870747654;0,0003751417075548
"venir";0,086146074799539;-0,0749441595198991;0,754455766018969;-0,656350894812166;0,66422350438392;0,335776495616079;6,46385696667372e-06;4,89211138906695e-06;0,000871005204524926;0,0608856582928105;3,22887150249107e-06
"théorie";-1,07125427297453;0,0740445751076801;-0,997619771648375;0,0689549941356277;0,996819106247036;0,00318089375296497;0,00104891378098118;5,01119320986423e-06;0,000914017807217515;0,618046316415171;0,000349137663823398
"situation";0,718717200671834;-0,344313748279573;0,90185102616686;-0,432047134699193;0,867081873371762;0,132918126628238;0,00048324910818869;0,000110908214128851;0,000935524108563809;0,444595043803317;0,000184920141820929
"lutte";0,938995412369129;-0,872874838052741;0,732423690073832;-0,680849130291455;0,634044541442284;0,365955458557716;0,000815382006352137;0,000704592687103548;0,000924770957890662;0,679266534010144;0,000426692116687268
"journal";1,07706211431238;0,734032403950769;0,82634449916089;0,563164956923403;0,763226181479965;0,236773818520036;0,000948049084418862;0,000440331533870065;0,00081723945115919;0,710151079965381;0,00041214575126431
"expression";-0,946955542127572;0,502483536520256;-0,883342327119627;0,468728421496799;0,841702344102048;0,158297655897952;0,00081962243424578;0,000230780086028235;0,000914017807217515;0,594548042711898;0,000323093755461167
"domaine";-1,09919485000518;0,366219677037974;-0,948729535138646;0,316089020934938;0,930975438338001;0,0690245616619992;0,00110434311210828;0,000122585190838669;0,000914017807217515;0,656209034360287;0,000393585479224538
"xxe";-1,39265900442198;0,173493672389374;-0,992329418610166;0,123621701010827;0,989740399546248;0,0102596004537532;0,00162674663429194;2,52462927439224e-05;0,000838745752505484;0,806344772020742;0,000545345687196053
"présenter";-0,23837521335932;0,328090307794671;-0,587791145796296;0,809012712460983;0,441441182383826;0,558558817616173;4,8270857296916e-05;9,14428228680301e-05;0,000849498903178631;0,206662321438608;3,62815163349947e-05
"lier";-1,20441313219433;0,314333784307159;-0,967589981330622;0,252526489756236;0,956484828735289;0,0435151712647111;0,0011698978931907;7,96854660067578e-05;0,000806486300486042;0,709370413886953;0,000405829055092273
"galilée";-1,15183096896179;0,758430091778869;-0,83520175273099;0,54994366278291;0,77543965393723;0,22456034606277;0,000955846239956386;0,000414420896336962;0,000720461095100865;0,753444696246602;0,000408990569381941
"deuxième";0,017207283994985;0,0108151391247004;0,846655790287626;0,532140933186347;0,791227841244158;0,208772158755843;2,51528659041694e-07;9,93635372343258e-08;0,000849498903178631;0,0111428985921694;1,05477342399611e-07
"moderne";-1,38424400979714;0,166212103373945;-0,992868111380236;0,119217924005761;0,990461740301627;0,00953825969837421;0,00173077384196501;2,49540078914279e-05;0,000903264656544367;0,801180614779888;0,00057979689137084
"terme";-0,777143650074415;0,517029708326979;-0,8325770417135;0,553909261171536;0,771820690780853;0,228179309219147;0,000506562386794881;0,000224213279117694;0,000838745752505484;0,509541693673706;0,000217765855866551
"démographique";-1,68146431555321;0,530346962081914;-0,953687130589513;0,300800360618037;0,9376929802037;0,0623070197963004;0,00215858616884592;0,000214740643828289;0,000763473697793454;1,00021636181882;0,000763804106649268
"coll";-0,472619592106583;-0,622624539964212;-0,604616844355051;-0,796516460295794;0,463133288221692;0,53686671177831;1,68134645780566e-05;2,91800639205937e-05;7,52720547120306e-05;0,400032571741266;1,20454902272949e-05
"capitalisme";-1,37390319550692;0,157264105628616;-0,993512540107375;0,113722612744308;0,991324505337686;0,0086754946623151;0,00135994956096839;1,78184430253376e-05;0,000720461095100865;0,794849388728641;0,000455176909771106
"autorité";1,09772575634766;-0,609179938041051;0,874382968526761;-0,48523646230506;0,829393505392149;0,170606494607851;0,00107547800335896;0,000331211195574766;0,00089251150587122;0,694304805460006;0,000430243349385383
"vert";-0,926264455948239;0,20381967937652;-0,976635283937345;0,214903518278833;0,968672156527949;0,0313278434720522;0,00064580851826655;3,1269864500412e-05;0,000752720547120306;0,54210476241459;0,000221207687860559
"particulier";-0,505018970392204;0,061619714655041;-0,992638309242876;0,121116419297489;0,990154037046433;0,00984596295356857;0,000222144791140868;3,30719738448602e-06;0,000871005204524926;0,292343163891333;7,44400464901024e-05
"congrès";1,2864095303129;-1,85637579969931;0,569576960131803;-0,821938006474342;0,418247585469557;0,581752414530442;0,00140579281791376;0,00292748459790778;0,000849498903178631;1,14577451863435;0,00111522152088896
"union";1,12310828644552;-0,00519217238823329;0,999989313930696;-0,0046229886886078;0,999985724865883;1,42751341174287e-05;0,00103084314329946;2,20316756881376e-08;0,00081723945115919;0,646936066037487;0,00034203618208358
"encyclopédie";-0,748520808162153;0,13978922136282;-0,983004767662725;0,183580028195748;0,977234875638015;0,0227651243619853;0,000174719542854531;6,09370043730358e-06;0,00031184136952127;0,436155176128892;5,93220008630127e-05
"transition";0,374198872338822;2,09610375516804;0,17574268062734;0,984436138205987;0,0455412660449703;0,954458733955029;0,000115939495210468;0,00363791048364526;0,000827992601832337;1,01003530954178;0,000844694310960999
"terreur";1,16805345208655;-1,79335361136893;0,545767767848587;-0,837936479440757;0,388427552976117;0,611572447023882;0,000894933985147849;0,0021095869467505;0,000655942191061981;1,07955391017893;0,000764459066453824
"produire";-1,10909918554872;-0,0718731380699355;-0,997906865080741;-0,0646675237250313;0,997202903632553;0,00279709636744811;0,00101851453030917;4,27720110707494e-06;0,000827992601832337;0,639757301420704;0,000338888599117433
"parler";-0,391421615171175;0,553770913722356;-0,577199303991943;0,816603308511064;0,427915520936528;0,572084479063471;0,000110382478979259;0,000220938202366638;0,000720461095100865;0,344669153134077;8,55884907220187e-05
"nation";0,173627175544425;-1,07488005523494;0,159464657049157;-0,987203638137641;0,0375959764283961;0,962404023571603;2,30159804960961e-05;0,00088209241744885;0,000763473697793454;0,515802743873416;0,000203124063526404
"façon";-1,0451284992938;0,0579742464003;-0,998465029592577;0,0553857804918688;0,997948976514238;0,00205102348576228;0,000963138990526063;2,96360151131211e-06;0,000881758355198073;0,602631951111098;0,000320224009817599
"entreprise";-1,21072656618238;0,405464550974094;-0,948238518554317;0,317558989685247;0,930309654336697;0,0696903456633034;0,00122948285742036;0,000137891061589064;0,000838745752505484;0,723051014724381;0,000438498602646659
"demander";0,925029494218584;-0,988325600808802;0,68334102090004;-0,730099341977029;0,567386887947025;0,432613112052974;0,000745301354672431;0,000850786990304319;0,000871005204524926;0,707379654527176;0,00043583878905284
"région";-0,712101630485501;0,499453560126308;-0,818700939881224;0,574220141616088;0,752684775904646;0,247315224095354;0,000452582527932697;0,000222640439094112;0,00089251150587122;0,472794097599236;0,000199506897868167
"opposition";1,62639077996084;0,870971562659391;0,88154972528454;0,472091179594316;0,839240691316039;0,160759308683962;0,00221860578512029;0,000636265367445746;0,000838745752505484;1,02262938784445;0,000877135871014695
"marquer";-0,507256687485849;-0,226711883423267;-0,912964946407847;-0,408037996552425;0,882284629508031;0,11771537049197;0,000229651552764921;4,58735545731213e-05;0,00089251150587122;0,311071380519335;8,63642362423223e-05
"ii";0,62611392421432;-0,801171070327232;0,615765583293297;-0,787929404471915;0,477636539736455;0,522363460263544;0,000248710698520455;0,000407228589959006;0,000634435889715687;0,521844634424995;0,000172770737732927
"ensemble";-0,684489998251205;0,44823421791986;-0,836587024391818;0,547834053906147;0,777349538492837;0,222650461507163;0,000387936523542485;0,000166355234491759;0,000827992601832337;0,447193586086211;0,000165583702144411
"communisme";0,0274715170265233;-1,05535778430972;0,0260217103372521;-0,99966137796312;0,00101343067510516;0,998986569324894;3,97646437902591e-07;0,00058685559155504;0,000526904382984214;0,497075378313793;0,000130189606591296
"retour";1,02413924174859;0,794100101772441;0,790268500543324;0,612760717612517;0,713484328893693;0,286515671106309;0,000789499366147545;0,000474661792060412;0,000752720547120306;0,698398696060207;0,000367147530066904
"création";-0,234715593087648;-0,19571220818596;-0,768034763191896;-0,640408153077994;0,682877924112355;0,317122075887647;4,26532484619878e-05;2,96554188048707e-05;0,000774226848466601;0,163608942590953;2,07244160920099e-05
"réseau";-1,00300215206876;0,641667311483225;-0,842368266247822;0,538902313985233;0,785318980564307;0,214681019435693;0,000713975643313708;0,000292212976357298;0,000709707944427717;0,651951741430997;0,000301655026326122
"indépendance";0,564034321211379;-1,20326392836883;0,424436562883486;-0,905457676585522;0,247538218374556;0,752461781625443;0,000246308438172776;0,00112095976014644;0,000774226848466601;0,653011805722171;0,000330149233576737
"croissance";-1,74707052803798;0,480169087422531;-0,964244230298898;0,265015215290151;0,951968984139706;0,0480310158602944;0,00262570900248519;0,000198341737292947;0,000860252053851779;1,03142028856049;0,000915160059920175
"étranger";0,916947535792699;1,63519649683792;0,489105791906325;0,872224469000777;0,320088470723381;0,67991152927662;0,000714252547295668;0,00227144757923361;0,000849498903178631;0,933568315850738;0,0007403805994717
"série";-0,0398360368753125;-0,413018033380286;-0,0960055565882242;-0,995380798038713;0,0137364887571909;0,986263511242808;1,10917823568252e-06;0,000119230431774762;0,00069895479375457;0,195782959956056;2,67916134198789e-05
"police";1,86424604555176;1,65145902232993;0,748534435313369;0,663095920022205;0,65610080099658;0,343899199003421;0,00284024487284409;0,0022288709684831;0,00081723945115919;1,32572845667014;0,00143634405246138
"diriger";0,613035520528115;-0,889229809760518;0,567590883534377;-0,823310748702254;0,41573784179718;0,584262158202819;0,000319252348540851;0,000671723974265253;0,000849498903178631;0,547661854240594;0,000254793184874934
"vol";-0,199982564946208;-0,0148427505855655;-0,997257006678974;-0,0740166375195012;0,996334097099768;0,00366590290023357;1,54818373496572e-05;8,52838919741809e-08;0,0003871134242333;0,115405436928085;5,15573718667724e-06
"single";-0,347543068070283;1,80023667710873;-0,1895540816901;0,98187028171476;0,0528500425172114;0,947149957482787;1,16894883379215e-05;0,000313644337847512;9,67783560583251e-05;0,870808364769671;7,33877249922089e-05
"sentir";-1,00005691439136;-0,0475834840610965;-0,998869953274819;-0,047527007530054;0,998490134458873;0,00150986554112799;0,000688279982465972;1,55821787114638e-06;0,000688201643081423;0,576486922341043;0,00022871498757297
"plan";-0,522249133067658;-0,0213507558212434;-0,999165364073373;-0,0408481974648117;0,998884889387996;0,00111511061200553;0,000199434413042653;3,33327504854064e-07;0,000731214245774012;0,300993167964092;6,62457345149479e-05
"opposer";0,653424462040432;-0,315019210616008;0,900782015795984;-0,434271527985111;0,865618018329035;0,134381981670965;0,000353522642099098;8,21675871585794e-05;0,000827992601832337;0,404546899417826;0,000135507773719304
"montrer";-0,759843220402282;0,202616883694584;-0,966237464367179;0,25765318250176;0,954659806555847;0,0453401934441536;0,000490468147530147;3,48749894951423e-05;0,000849498903178631;0,447956977590877;0,000170465082885457
"esprit";-0,803157054783477;-0,232590120455329;-0,960533181585175;-0,278165431126625;0,946955241571883;0,0530447584281191;0,00050636018311904;4,24659768349175e-05;0,000784979999139748;0,475414457102522;0,000177420320654784
"activité";-1,20416089430068;0,523443590073497;-0,917099190734488;0,398659095411289;0,887931937410674;0,112068062589327;0,00115381581995853;0,000218025465688721;0,000795733149812895;0,736090669153835;0,000431151673383105
"suivant";0,847397645201168;-0,334230417184668;0,930255908686409;-0,366911357624731;0,90587260965935;0,09412739034065;0,000532794002617118;8,28851569124391e-05;0,000741967396447159;0,512849953622062;0,000195148610372279
"org";0,580518893571426;1,38657510299206;0,386190225142221;0,922419161772239;0,207877247063545;0,792122752936455;4,71098586532121e-05;0,000268760771550248;0,000139790958750914;0,7334145345251;7,51931204878134e-05
"mener";0,636156253834457;-0,582943169272605;0,737269623124641;-0,675598625529723;0,640671485393549;0,359328514606451;0,000330732539316148;0,000277716548386175;0,00081723945115919;0,457807323022578;0,000171283210256307
"haut";0,0223556823791379;-0,0107566092680909;0,901115671531933;-0,433578766223109;0,866074939664712;0,133925060335288;3,92314583729338e-07;9,08258305205129e-08;0,000784979999139748;0,0138371556593504;1,50297668739514e-07
"fonder";-0,649158954059934;0,145807318351922;-0,975691268428192;0,219149603497213;0,967401708064759;0,0325982919352417;0,000335327796088841;1,69171069969507e-05;0,000795733149812895;0,380175616468108;0,000115010096696751
"conseil";1,39660212128948;-0,208075900712197;0,989082816257074;-0,147360722667118;0,985390412374622;0,0146095876253783;0,00148915352755505;3,30550369097665e-05;0,000763473697793454;0,810410693722339;0,000501423179141749
"chute";1,0140070821969;-0,603921888518502;0,859163916148332;-0,511700464323282;0,808456408728899;0,1915435912711;0,000707616061074785;0,000251002037029897;0,000688201643081423;0,649604935919936;0,000290411852739675
"revue";0,346191805059381;0,306615529181041;0,748600520782483;0,663021312088982;0,656191410901014;0,343808589098988;6,57263437180511e-05;5,15577790387054e-05;0,000548410684330509;0,246171711101258;3,32339678983244e-05
"sortir";0,25442905755239;-0,591461526435815;0,395159610890917;-0,918612476466839;0,216941709275704;0,783058290724294;3,20204168463362e-05;0,00017304002229853;0,000494644930964773;0,314652953302722;4,8973053970254e-05
"oeuvre";-1,47004395499155;0,240455552158712;-0,986884968975113;0,161425084825718;0,982443099900544;0,0175569000994562;0,00158017535822281;4,22779832933533e-05;0,000731214245774012;0,854305591946961;0,000533667975196413
"libération";1,05635853517318;0,585428246367966;0,874662133556414;0,484733073064488;0,829777240553856;0,170222759446145;0,000863954595337344;0,000265347850213708;0,000774226848466601;0,667985781400786;0,000345463894135883
"territoire";-0,603068795053824;-0,0695559495855043;-0,993414357720115;-0,114577108863558;0,99119306960289;0,00880693039711182;0,000269847585252799;3,58966061410323e-06;0,000741967396447159;0,348918792319686;9,03303188388118e-05
"marché";-1,44968115977931;0,222835445991642;-0,988391406513408;0,151929021356842;0,984463449216463;0,0155365507835373;0,0016496947067228;3,89786810969448e-05;0,000784979999139748;0,841606979596718;0,00055600314520766
"financier";-1,0732608162821;0,447352786811488;-0,923027824073596;0,38473320104452;0,896022340418495;0,103977659581505;0,000854663918920062;0,000148485866003831;0,000741967396447159;0,653104215427167;0,000316482569340646
"etc";-1,39059284393641;0,27572324533408;-0,9809042580607;0,194491224785048;0,974412888823728;0,0255871111762727;0,00151795386258894;5,96767762622231e-05;0,000784979999139748;0,811456254721017;0,000516878914069292
"déclarer";0,986323843458491;-0,0984086575435071;0,995059512472159;-0,0992802429422389;0,993394876836577;0,00660512316342382;0,000711350609100193;7,08127170853625e-06;0,000731214245774012;0,570026709744997;0,000237593773796121
"contexte";-0,472603915970284;0,115596780748921;-0,971365156538706;0,237591524812094;0,961575205181884;0,0384247948181163;0,000172927020733281;1,03456958557897e-05;0,000774226848466601;0,27761461108296;5,96695643322885e-05
"centre";-0,640241783428375;0,557866752330421;-0,753943465408231;0,65693930539147;0,6635204384633;0,336479561536699;0,000290916057920105;0,000220871980316095;0,000709707944427717;0,45274482307817;0,000145474426194563
"catégorie";-1,0459999155092;-0,126473492568075;-0,992769381768219;-0,120037305132814;0,990329544879952;0,00967045512004911;0,000341190576735688;4,98807244772507e-06;0,00031184136952127;0,605450181220331;0,000114311666482991
"allemand";0,0727859824452973;-0,324236736278031;0,21903302416469;-0,975717445946966;0,0701537286873939;0,929846271312604;3,93079430939365e-06;7,80026325810124e-05;0,000741967396447159;0,15829201257203;1,85910031167271e-05
"tour";0,831091499850846;1,28657200458994;0,542608548954913;0,839985691902573;0,384516209948456;0,615483790051545;0,000408503800828402;0,000978963759352032;0,000591423287023098;0,772019279358681;0,00035249642160504
"saison";0,546340228790981;-0,365348487646483;0,831261780508845;-0,555881149406296;0,770007091351924;0,229992908648076;6,41936525432022e-05;2,87065072531232e-05;0,000215063013462945;0,358634817206453;2,76611751285444e-05
"robert";-1,00649628320114;0,0445672637148505;-0,999021097286835;0,0442362653917362;0,998692111674247;0,00130788832575369;0,000403052673444183;7,90258901630975e-07;0,000397866574906448;0,580140249799562;0,000133907052445131
"principe";-0,586030808066997;-0,416013485129029;-0,815427901205328;-0,578858651084938;0,748170781171568;0,251829218828434;0,000258508404235193;0,000130271252383372;0,000752720547120306;0,390262397323897;0,000114642906292203
"manifestant";2,26345658769586;3,25087101631238;0,571401464338972;0,820670680938023;0,420556586417475;0,579443413582526;0,00402163757451951;0,00829579608395085;0,000784979999139748;2,01046530018429;0,00317286617485583
"majorité";0,291412970187303;-1,07282439703434;0,262133080475981;-0,965031734255497;0,0994772370098496;0,900522762990149;6,57485201720913e-05;0,00089109808437773;0,000774226848466601;0,532210761920675;0,000219298434852051
"garder";1,16296604866419;-0,791254431575421;0,8267818431683;-0,562522696259652;0,763829304790345;0,236170695209655;0,000974416448375787;0,000451068858420564;0,000720461095100865;0,766488264708349;0,000423273962489637
"1er";1,55232550752924;0,751814485853248;0,900002518129758;0,435884695028506;0,864550444820485;0,135449555179517;0,00132151316774508;0,000309975440643447;0,000548410684330509;0,961665988329239;0,000507171008737708
"élément";-0,912088711033886;-0,0122488529794382;-0,999909837084151;-0,0134282427125477;0,99987955304541;0,000120446954591134;0,000590410167195363;1,06480605129091e-07;0,000709707944427717;0,525411856267769;0,000195920285115973
"tunis";2,46069069269281;4,31378443231575;0,495481684603972;0,868618385841567;0,327574403598081;0,67242559640192;0,00416706004394512;0,0128065627792952;0,000688201643081423;2,47650197700171;0,00422078337448897
"source";-0,725674287388788;0,331178799523011;-0,909738809878249;0,415181042198831;0,877874717852137;0,122125282147863;0,000351083881300142;7,31227432332268e-05;0,000666695341735128;0,44613068598319;0,00013269409992367
"socialiste";0,932501583055531;-1,15849367042949;0,627032035381556;-0,778993470194239;0,492390757651833;0,507609242348166;0,00062648357521691;0,000966936300018142;0,000720461095100865;0,765475444180857;0,00042215609196245
"seuil";-0,487323411779348;-0,386569633234111;-0,783441513407196;-0,62146552202857;0,704079970520625;0,295920029479377;8,6825881335982e-05;5,46348957537708e-05;0,000365607122887006;0,33453604105349;4,09166881797845e-05
"milieu";-1,02181297172163;0,503449312406191;-0,897030463085638;0,441968718685345;0,860478770663677;0,139521229336323;0,000785916839890971;0,000190785460787116;0,000752720547120306;0,634509258544308;0,00030304679709333
"marc";0,143587130255147;-0,0710803468216434;0,896200725349644;-0,443648802413318;0,859341694234753;0,140658305765247;6,20761528772678e-06;1,52122284528349e-06;0,000301088218848122;0,0892214353748682;2,39680208664728e-06
"appel";0,370816701933949;0,763700680102697;0,436786133832607;0,899565380220673;0,260886630621104;0,739113369378896;9,01953483206101e-05;0,000382570889674272;0,000655942191061981;0,41818649831164;0,000114711135850781
"soviétique";1,07429433444631;-1,72012650540666;0,529720661810762;-0,848172164392801;0,368676950798352;0,631323049201647;0,000781848939443379;0,00200445844186802;0,000677448492408276;1,01914721925854;0,000703639365509393
"main";-0,256554486774001;-0,0102956739140427;-0,999195740573395;-0,0400982795140365;0,998925479084006;0,00107452091599531;4,03431509632742e-05;6,49710888277459e-08;0,000612929588369392;0,147859659206595;1,34001601443003e-05
"journée";1,12041777134997;-1,75614951721068;0,537855100043289;-0,84303730128472;0,37865210642956;0,621347893570439;0,0008369266517498;0,00205612918686349;0,000666695341735128;1,04880906428681;0,000733365178141756
"décret";1,20151605433134;-1,95262397772275;0,524066199787271;-0,851677531839679;0,361788677714596;0,638211322285403;0,000993515990410564;0,00262393420680652;0,000688201643081423;1,15063803121815;0,000911156869636088
"convention";1,24892676556804;-1,99176563175712;0,53124428140157;-0,847218692828557;0,37053949748932;0,629460502510679;0,00105669639707506;0,00268752646249813;0,000677448492408276;1,18183364857425;0,000946213156402918
"bourgeoisie";-0,890003325498444;-0,261458716798927;-0,959455033873298;-0,281861735564068;0,945497689060164;0,0545023109398374;0,000553646229524805;4,77810114237085e-05;0,00069895479375457;0,527227464363301;0,000194287624700332
"analyse";-0,912597395228149;0,0501410965312235;-0,998494026629403;0,0548605394195308;0,997987731815232;0,00201226818476853;0,000465690656591837;1,40581032722247e-06;0,000559163835003656;0,526202922134349;0,00015482660322661
"thomas";-0,991232594170544;-0,173864138420728;-0,98496316603336;-0,172764468446321;0,979864321202518;0,0201356787974832;0,000570532829479629;1,75529257812618e-05;0,000580670136349951;0,576805289008381;0,000193191475301242
"seulement";-0,865261693874729;0,0730668081888405;-0,996453498147822;0,0841452674187227;0,995259620021513;0,00474037997848778;0,000515241291332592;3,67414234343314e-06;0,000688201643081423;0,499592508382193;0,000171770088644922
"revenir";-0,164713238475313;-0,209064014925172;-0,61886326862262;-0,785498729947876;0,481683643884383;0,518316356115618;1,9546434386906e-05;3,14897423174587e-05;0,000720461095100865;0,136704933572395;1,34641490367672e-05
"liste";0,487128307649663;-0,78310817055569;0,528193231702885;-0,849124201741573;0,366812487962793;0,633187512037205;8,67563722726059e-05;0,000224211641693156;0,000365607122887006;0,463295352174731;7,84748573464242e-05
"film";-0,59762087068865;0,49797658238589;-0,768247079681852;0,640153438294528;0,683169864553065;0,316830135446935;0,000172822290514857;0,000119995811080185;0,000483891780291625;0,41648372724736;8,39352367605422e-05
"document";0,0548353658315278;-0,367166610065053;0,147709150465414;-0,989030842223227;0,0323145338706548;0,967685466129344;1,03468272902146e-06;4,63886858089939e-05;0,000344100821540711;0,175710789155749;1,06238656030749e-05
"amérique";-0,8281531150059;-0,314978249062331;-0,934678581480524;-0,355493951174357;0,911892117411171;0,0881078825888307;0,000353995913059818;5,1208033403091e-05;0,000516151232311067;0,499546063349518;0,000128803614473569
"provisoire";1,50164956086081;-0,970987825272425;0,839740434864277;-0,542988031225325;0,781696773340466;0,218303226659534;0,001624604757661;0,00067926322537988;0,000720461095100865;0,978331564615052;0,000689576837407879
"heure";0,313674103804859;-0,472497159041097;0,553082933523146;-0,83312620211192;0,397526135601298;0,602473864398701;6,77131530115061e-05;0,000153643470464559;0,000688201643081423;0,286571141971388;5,65171968933101e-05
"connexe";-0,874198134879588;0,185063282584628;-0,978318704529377;0,207105075669242;0,970936815852366;0,029063184147635;0,000542374693704876;2,43063747368259e-05;0,000709707944427717;0,51103544447986;0,000185345357692503
"site";0,239260854130452;1,4557662672136;0,162178095170483;0,986761503833056;0,0388696673729745;0,961130332627025;3,81654790721372e-05;0,0014128977196324;0,000666695341735128;0,699041354082317;0,000325786555469793
"royal";0,223203897855259;-1,2247267385515;0,179294666207993;-0,983795417080891;0,0473715135111865;0,952628486488812;3,26790268515275e-05;0,000983884152345291;0,000655942191061981;0,590717417201165;0,000228889103682672
"procès";1,14452587676503;0,218683198944846;0,982231413181846;0,187673788683434;0,976196099537097;0,0238039004629049;0,000859244574365246;3,13686914657169e-05;0,000655942191061981;0,66725788421885;0,000292047164686494
"estimer";-0,422232465730962;-0,43956009564147;-0,692749325351776;-0,721178460732612;0,580087820184818;0,419912179815183;0,000128443987836634;0,000139202505533385;0,000720461095100865;0,319331221260348;7,3467167774946e-05
