%%MatrixMarket matrix coordinate integer general
8971 2661 110884
1 1 1
11 1 1
14 1 1
15 1 1
17 1 1
19 1 1
22 1 1
31 1 1
32 1 1
33 1 1
40 1 1
43 1 1
46 1 1
47 1 1
48 1 1
55 1 1
70 1 1
76 1 1
79 1 1
92 1 1
98 1 1
99 1 1
105 1 1
123 1 1
126 1 1
131 1 1
134 1 1
136 1 1
138 1 1
150 1 1
151 1 1
155 1 1
158 1 1
161 1 1
163 1 1
164 1 1
169 1 1
177 1 1
190 1 1
203 1 1
218 1 1
219 1 1
236 1 1
249 1 1
259 1 1
263 1 1
272 1 1
285 1 1
288 1 1
289 1 1
291 1 1
293 1 1
297 1 1
298 1 1
304 1 1
308 1 1
320 1 1
381 1 1
387 1 1
400 1 1
421 1 1
438 1 1
447 1 1
449 1 1
460 1 1
462 1 1
475 1 1
499 1 1
509 1 1
525 1 1
528 1 1
530 1 1
532 1 1
540 1 1
567 1 1
573 1 1
574 1 1
577 1 1
578 1 1
579 1 1
580 1 1
581 1 1
582 1 1
583 1 1
584 1 1
588 1 1
590 1 1
594 1 1
616 1 1
617 1 1
640 1 1
648 1 1
651 1 1
652 1 1
653 1 1
655 1 1
657 1 1
658 1 1
661 1 1
662 1 1
665 1 1
666 1 1
669 1 1
671 1 1
673 1 1
674 1 1
675 1 1
677 1 1
678 1 1
684 1 1
685 1 1
686 1 1
688 1 1
689 1 1
692 1 1
693 1 1
696 1 1
697 1 1
698 1 1
701 1 1
702 1 1
704 1 1
706 1 1
708 1 1
712 1 1
713 1 1
715 1 1
718 1 1
721 1 1
723 1 1
729 1 1
732 1 1
733 1 1
734 1 1
735 1 1
736 1 1
737 1 1
738 1 1
747 1 1
750 1 1
751 1 1
752 1 1
753 1 1
754 1 1
755 1 1
756 1 1
762 1 1
763 1 1
766 1 1
777 1 1
779 1 1
780 1 1
784 1 1
785 1 1
786 1 1
787 1 1
791 1 1
793 1 1
797 1 1
822 1 1
823 1 1
835 1 1
838 1 1
840 1 1
844 1 1
849 1 1
854 1 1
855 1 1
856 1 1
857 1 1
858 1 1
860 1 1
861 1 1
862 1 1
868 1 1
871 1 1
881 1 1
886 1 1
888 1 1
896 1 1
905 1 1
908 1 1
926 1 1
931 1 1
940 1 1
942 1 1
945 1 1
947 1 1
950 1 1
951 1 1
952 1 1
956 1 1
966 1 1
971 1 1
976 1 1
977 1 1
982 1 1
990 1 1
996 1 1
998 1 1
1000 1 1
1001 1 1
1004 1 1
1008 1 1
1014 1 1
1015 1 1
1034 1 1
1044 1 1
1051 1 1
1054 1 1
1055 1 1
1056 1 1
1057 1 1
1061 1 1
1062 1 1
1063 1 1
1064 1 1
1065 1 1
1067 1 1
1068 1 1
1071 1 1
1078 1 1
1084 1 1
1088 1 1
1089 1 1
1091 1 1
1092 1 1
1094 1 1
1095 1 1
1104 1 1
1105 1 1
1108 1 1
1111 1 1
1112 1 1
1116 1 1
1118 1 1
1123 1 1
1124 1 1
1126 1 1
1127 1 1
1129 1 1
1130 1 1
1131 1 1
1132 1 1
1136 1 1
1137 1 1
1140 1 1
1141 1 1
1144 1 1
1145 1 1
1152 1 1
1153 1 1
1155 1 1
1156 1 1
1158 1 1
1159 1 1
1160 1 1
1162 1 1
1163 1 1
1165 1 1
1167 1 1
1170 1 1
1171 1 1
1175 1 1
1178 1 1
1184 1 1
1186 1 1
1193 1 1
1194 1 1
1197 1 1
1198 1 1
1209 1 1
1212 1 1
1222 1 1
1223 1 1
1224 1 1
1225 1 1
1226 1 1
1227 1 1
1229 1 1
1231 1 1
1232 1 1
1234 1 1
1235 1 1
1240 1 1
1241 1 1
1250 1 1
1254 1 1
1255 1 1
1257 1 1
1259 1 1
1260 1 1
1265 1 1
1268 1 1
1270 1 1
1271 1 1
1272 1 1
1273 1 1
1274 1 1
1275 1 1
1276 1 1
1278 1 1
1283 1 1
1284 1 1
1285 1 1
1286 1 1
1288 1 1
1289 1 1
1290 1 1
1291 1 1
1292 1 1
1293 1 1
1297 1 1
1298 1 1
1303 1 1
1304 1 1
1305 1 1
1306 1 1
1307 1 1
1308 1 1
1311 1 1
1312 1 1
1313 1 1
1314 1 1
1315 1 1
1316 1 1
1317 1 1
1318 1 1
1319 1 1
1321 1 1
1322 1 1
1324 1 1
1325 1 1
1326 1 1
1327 1 1
1328 1 1
1329 1 1
1330 1 1
1331 1 1
1332 1 1
1333 1 1
1334 1 1
1335 1 1
1336 1 1
1337 1 1
1338 1 1
1340 1 1
1341 1 1
1342 1 1
1350 1 1
1351 1 1
1352 1 1
1353 1 1
1355 1 1
1357 1 1
1358 1 1
1364 1 1
1365 1 1
1366 1 1
1367 1 1
1371 1 1
1375 1 1
1380 1 1
1384 1 1
1387 1 1
1388 1 1
1390 1 1
1392 1 1
1393 1 1
1396 1 1
1397 1 1
1421 1 1
1443 1 1
1465 1 1
1468 1 1
1469 1 1
1476 1 1
1528 1 1
1529 1 1
1530 1 1
1542 1 1
1549 1 1
1550 1 1
1563 1 1
1588 1 1
1627 1 1
1637 1 1
1638 1 1
1639 1 1
1640 1 1
1641 1 1
1642 1 1
1643 1 1
1644 1 1
1645 1 1
1646 1 1
1647 1 1
1648 1 1
1649 1 1
1655 1 1
1660 1 1
1664 1 1
1665 1 1
1668 1 1
1677 1 1
1683 1 1
1684 1 1
1685 1 1
1695 1 1
1697 1 1
1698 1 1
1699 1 1
1700 1 1
1701 1 1
1702 1 1
1703 1 1
1704 1 1
1705 1 1
1706 1 1
1709 1 1
1712 1 1
1715 1 1
1718 1 1
1724 1 1
1726 1 1
1727 1 1
1737 1 1
1739 1 1
1742 1 1
1744 1 1
1755 1 1
1756 1 1
1757 1 1
1760 1 1
1763 1 1
1766 1 1
1768 1 1
1773 1 1
1774 1 1
1775 1 1
1776 1 1
1777 1 1
1779 1 1
1784 1 1
1786 1 1
1787 1 1
1790 1 1
1791 1 1
1793 1 1
1795 1 1
1797 1 1
1798 1 1
1799 1 1
1801 1 1
1803 1 1
1804 1 1
1806 1 1
1809 1 1
1810 1 1
1814 1 1
1817 1 1
1818 1 1
1820 1 1
1823 1 1
1825 1 1
1826 1 1
1830 1 1
1832 1 1
1846 1 1
1847 1 1
1849 1 1
1856 1 1
1858 1 1
1859 1 1
1863 1 1
1864 1 1
1865 1 1
1867 1 1
1868 1 1
1869 1 1
1870 1 1
1871 1 1
1872 1 1
1873 1 1
1874 1 1
1875 1 1
1876 1 1
1877 1 1
1878 1 1
1880 1 1
1881 1 1
1884 1 1
1886 1 1
1887 1 1
1888 1 1
1894 1 1
1895 1 1
1898 1 1
1900 1 1
1904 1 1
1905 1 1
1906 1 1
1907 1 1
1950 1 1
2002 1 1
2016 1 1
2019 1 1
2021 1 1
2040 1 1
2054 1 1
2055 1 1
2056 1 1
2057 1 1
2059 1 1
2060 1 1
2084 1 1
2096 1 1
2181 1 1
2182 1 1
2185 1 1
2187 1 1
2188 1 1
2189 1 1
2192 1 1
2193 1 1
2194 1 1
2199 1 1
2201 1 1
2211 1 1
2214 1 1
2215 1 1
2217 1 1
2219 1 1
2222 1 1
2231 1 1
2232 1 1
2233 1 1
2240 1 1
2243 1 1
2246 1 1
2247 1 1
2248 1 1
2255 1 1
2270 1 1
2276 1 1
2279 1 1
2292 1 1
2298 1 1
2299 1 1
2305 1 1
2323 1 1
2326 1 1
2331 1 1
2334 1 1
2336 1 1
2338 1 1
2350 1 1
2351 1 1
2355 1 1
2358 1 1
2361 1 1
2363 1 1
2364 1 1
2369 1 1
2377 1 1
2390 1 1
2403 1 1
2418 1 1
2419 1 1
2436 1 1
2449 1 1
2459 1 1
2463 1 1
2472 1 1
2485 1 1
2488 1 1
2489 1 1
2491 1 1
2493 1 1
2497 1 1
2498 1 1
2504 1 1
2508 1 1
2520 1 1
2581 1 1
2587 1 1
2600 1 1
2621 1 1
2638 1 1
2647 1 1
2649 1 1
2660 1 1
2662 1 1
2675 1 1
2699 1 1
2709 1 1
2725 1 1
2728 1 1
2730 1 1
2732 1 1
2740 1 1
2767 1 1
2773 1 1
2774 1 1
2777 1 1
2778 1 1
2779 1 1
2780 1 1
2781 1 1
2782 1 1
2783 1 1
2784 1 1
2788 1 1
2790 1 1
2794 1 1
2816 1 1
2817 1 1
2840 1 1
2848 1 1
2851 1 1
2852 1 1
2853 1 1
2855 1 1
2857 1 1
2858 1 1
2861 1 1
2862 1 1
2865 1 1
2866 1 1
2869 1 1
2871 1 1
2873 1 1
2875 1 1
2876 1 1
2886 1 1
2893 1 1
2895 1 1
2896 1 1
2911 1 1
2934 1 1
2936 1 1
2948 1 1
2962 1 1
2965 1 1
2975 1 1
2979 1 1
2980 1 1
3029 1 1
3059 1 1
3062 1 1
3068 1 1
3069 1 1
3078 1 1
3108 1 1
3110 1 1
3211 1 1
3232 1 1
3233 1 1
3234 1 1
3270 1 1
3272 1 1
3273 1 1
3282 1 1
3360 1 1
3361 1 1
3371 1 1
3378 1 1
3393 1 1
3394 1 1
3395 1 1
3398 1 1
3405 1 1
3409 1 1
3419 1 1
3426 1 1
3427 1 1
3428 1 1
3429 1 1
3431 1 1
3433 1 1
3434 1 1
3436 1 1
3437 1 1
3453 1 1
3454 1 1
3455 1 1
3456 1 1
3457 1 1
3458 1 1
3459 1 1
3462 1 1
3467 1 1
3472 1 1
3473 1 1
3476 1 1
3477 1 1
3479 1 1
3480 1 1
3481 1 1
3482 1 1
3483 1 1
3491 1 1
3493 1 1
3494 1 1
3497 1 1
3501 1 1
3511 1 1
3513 1 1
3515 1 1
3516 1 1
3519 1 1
3534 1 1
3540 1 1
3551 1 1
3589 1 1
3617 1 1
3656 1 1
3706 1 1
3709 1 1
3712 1 1
3713 1 1
3719 1 1
3720 1 1
3723 1 1
3726 1 1
3731 1 1
3736 1 1
3741 1 1
3742 1 1
3746 1 1
3749 1 1
3750 1 1
3757 1 1
3764 1 1
3765 1 1
3766 1 1
3767 1 1
3777 1 1
3778 1 1
3784 1 1
3794 1 1
3807 1 1
3822 1 1
3830 1 1
3831 1 1
3832 1 1
3833 1 1
3834 1 1
3836 1 1
3837 1 1
3838 1 1
3841 1 1
3842 1 1
3843 1 1
3845 1 1
3846 1 1
3848 1 1
3849 1 1
3850 1 1
3851 1 1
3852 1 1
3867 1 1
3868 1 1
3870 1 1
3871 1 1
3872 1 1
3873 1 1
3874 1 1
3875 1 1
3876 1 1
3879 1 1
3880 1 1
3882 1 1
3883 1 1
3894 1 1
3910 1 1
3913 1 1
3918 1 1
3929 1 1
3930 1 1
3938 1 1
3939 1 1
3940 1 1
3941 1 1
3942 1 1
3943 1 1
3944 1 1
3945 1 1
3946 1 1
3947 1 1
3948 1 1
3949 1 1
3950 1 1
3951 1 1
3952 1 1
3955 1 1
3958 1 1
3959 1 1
3960 1 1
3961 1 1
3962 1 1
3964 1 1
3970 1 1
3973 1 1
3974 1 1
3976 1 1
3983 1 1
3984 1 1
3997 1 1
3998 1 1
4000 1 1
4001 1 1
4007 1 1
4009 1 1
4011 1 1
4014 1 1
4015 1 1
4016 1 1
4017 1 1
4018 1 1
4022 1 1
4039 1 1
4040 1 1
4042 1 1
4046 1 1
4050 1 1
4059 1 1
4072 1 1
4074 1 1
4090 1 1
4093 1 1
4094 1 1
4104 1 1
4106 1 1
4110 1 1
4114 1 1
4115 1 1
4116 1 1
4118 1 1
4120 1 1
4124 1 1
4126 1 1
4127 1 1
4129 1 1
4141 1 1
4147 1 1
4151 1 1
4154 1 1
4155 1 1
4156 1 1
4159 1 1
4162 1 1
4165 1 1
4170 1 1
4171 1 1
4173 1 1
4175 1 1
4177 1 1
4179 1 1
4180 1 1
4181 1 1
4182 1 1
4183 1 1
4184 1 1
4185 1 1
4186 1 1
4191 1 1
4196 1 1
4197 1 1
4198 1 1
4200 1 1
4202 1 1
4204 1 1
4206 1 1
4208 1 1
4209 1 1
4211 1 1
4217 1 1
4220 1 1
4223 1 1
4236 1 1
4246 1 1
4250 1 1
4262 1 1
4264 1 1
4271 1 1
4272 1 1
4273 1 1
4282 1 1
4283 1 1
4286 1 1
4288 1 1
4290 1 1
4291 1 1
4292 1 1
4293 1 1
4294 1 1
4308 1 1
4312 1 1
4313 1 1
4315 1 1
4316 1 1
4318 1 1
4321 1 1
4327 1 1
4328 1 1
4329 1 1
4334 1 1
4335 1 1
4338 1 1
4345 1 1
4347 1 1
4348 1 1
4349 1 1
4357 1 1
4358 1 1
4360 1 1
4365 1 1
4368 1 1
4381 1 1
4383 1 1
4387 1 1
4393 1 1
4396 1 1
4400 1 1
4406 1 1
4408 1 1
4414 1 1
4416 1 1
4418 1 1
4422 1 1
4423 1 1
4424 1 1
4425 1 1
4435 1 1
4444 1 1
4461 1 1
4484 1 1
4485 1 1
4486 1 1
4487 1 1
4488 1 1
4489 1 1
4523 1 1
4549 1 1
4566 1 1
4627 1 1
4633 1 1
4637 1 1
4638 1 1
4644 1 1
4650 1 1
4651 1 1
4652 1 1
4659 1 1
4663 1 1
4665 1 1
4666 1 1
4668 1 1
4672 1 1
4673 1 1
4674 1 1
4676 1 1
4678 1 1
4680 1 1
4682 1 1
4683 1 1
4689 1 1
4691 1 1
4692 1 1
4694 1 1
4695 1 1
4696 1 1
4697 1 1
4698 1 1
4700 1 1
4702 1 1
4703 1 1
4704 1 1
4705 1 1
4708 1 1
4709 1 1
4710 1 1
4713 1 1
4714 1 1
4716 1 1
4717 1 1
4719 1 1
4722 1 1
4723 1 1
4727 1 1
4730 1 1
4733 1 1
4734 1 1
4735 1 1
4736 1 1
4737 1 1
4740 1 1
4741 1 1
4743 1 1
4744 1 1
4745 1 1
4746 1 1
4748 1 1
4750 1 1
4752 1 1
4753 1 1
4755 1 1
4756 1 1
4758 1 1
4760 1 1
4761 1 1
4764 1 1
4765 1 1
4766 1 1
4767 1 1
4768 1 1
4769 1 1
4770 1 1
4771 1 1
4772 1 1
4773 1 1
4775 1 1
4776 1 1
4777 1 1
4778 1 1
4781 1 1
4782 1 1
4783 1 1
4784 1 1
4785 1 1
4786 1 1
4787 1 1
4788 1 1
4789 1 1
4790 1 1
4791 1 1
4794 1 1
4795 1 1
4796 1 1
4797 1 1
4798 1 1
4799 1 1
4800 1 1
4801 1 1
4802 1 1
4803 1 1
4804 1 1
4805 1 1
4806 1 1
4807 1 1
4809 1 1
4811 1 1
4812 1 1
4813 1 1
4816 1 1
4817 1 1
4818 1 1
4819 1 1
4820 1 1
4822 1 1
4824 1 1
4825 1 1
4828 1 1
4829 1 1
4848 1 1
4852 1 1
4854 1 1
4855 1 1
4863 1 1
4864 1 1
4867 1 1
4868 1 1
4869 1 1
4872 1 1
4873 1 1
4874 1 1
4878 1 1
4879 1 1
4880 1 1
4882 1 1
4890 1 1
4893 1 1
4895 1 1
4908 1 1
4911 1 1
4912 1 1
4914 1 1
4920 1 1
4923 1 1
4945 1 1
4957 1 1
4964 1 1
4974 1 1
4994 1 1
5001 1 1
5004 1 1
5022 1 1
5029 1 1
5031 1 1
5034 1 1
5036 1 1
5054 1 1
5066 1 1
5070 1 1
5072 1 1
5073 1 1
5076 1 1
5085 1 1
5093 1 1
5104 1 1
5105 1 1
5119 1 1
5125 1 1
5130 1 1
5133 1 1
5142 1 1
5168 1 1
5194 1 1
5201 1 1
5223 1 1
5228 1 1
5229 1 1
5232 1 1
5233 1 1
5242 1 1
5276 1 1
5279 1 1
5281 1 1
5305 1 1
5306 1 1
5309 1 1
5321 1 1
5329 1 1
5333 1 1
5338 1 1
5340 1 1
5341 1 1
5343 1 1
5344 1 1
5346 1 1
5351 1 1
5353 1 1
5355 1 1
5361 1 1
5365 1 1
5366 1 1
5369 1 1
5370 1 1
5373 1 1
5374 1 1
5376 1 1
5378 1 1
5390 1 1
5391 1 1
5393 1 1
5396 1 1
5405 1 1
5412 1 1
5413 1 1
5415 1 1
5416 1 1
5417 1 1
5433 1 1
5442 1 1
5444 1 1
5445 1 1
5452 1 1
5453 1 1
5454 1 1
5456 1 1
5460 1 1
5462 1 1
5464 1 1
5465 1 1
5468 1 1
5470 1 1
5472 1 1
5473 1 1
5480 1 1
5482 1 1
5483 1 1
5485 1 1
5486 1 1
5487 1 1
5488 1 1
5490 1 1
5491 1 1
5493 1 1
5494 1 1
5495 1 1
5496 1 1
5498 1 1
5505 1 1
5506 1 1
5507 1 1
5509 1 1
5510 1 1
5511 1 1
5512 1 1
5514 1 1
5515 1 1
5516 1 1
5517 1 1
5519 1 1
5520 1 1
5521 1 1
5522 1 1
5525 1 1
5526 1 1
5527 1 1
5531 1 1
5532 1 1
5533 1 1
5534 1 1
5535 1 1
5537 1 1
5538 1 1
5539 1 1
5540 1 1
5541 1 1
5542 1 1
5543 1 1
5548 1 1
5549 1 1
5550 1 1
5551 1 1
5553 1 1
5554 1 1
5555 1 1
5556 1 1
5557 1 1
5558 1 1
5559 1 1
5560 1 1
5561 1 1
5562 1 1
5563 1 1
5564 1 1
