largement;9;5;26
individu;6;0;36
for;5;4;2
favorable;15;1;24
essai;6;3;11
durée;11;0;18
civilisation;5;2;22
boston;31;0;2
apparition;8;2;32
afrique;4;9;23
transformer;15;2;23
total;15;9;15
syndicat;25;8;9
richard;9;2;20
radio;11;13;11
québécois;17;1;16
propriété;14;0;18
peur;18;2;16
passage;5;3;26
ouverture;15;2;19
mode;3;1;37
matériel;2;1;30
james;4;1;29
intérêt;18;2;18
inde;7;0;24
impact;7;2;31
entendre;21;7;9
direction;11;8;18
contraire;14;2;24
contester;10;8;22
contestation;16;13;13
combat;27;4;10
champ;13;0;20
align;2;2;2
électricité;2;0;30
supérieur;15;3;22
souligner;10;6;24
responsable;19;11;9
qualité;7;1;26
piste;1;0;5
partager;10;3;19
média;4;19;17
mohamed;0;37;0
macron;0;16;7
habitant;12;3;24
finir;26;2;9
entrer;15;3;19
disparaître;12;2;18
dir;1;1;2
affrontement;22;17;2
émergence;1;1;37
zedong;32;0;0
technologique;0;0;35
secteur;1;0;37
robespierre;30;0;0
protestation;14;22;0
moitié;7;0;32
mfa;36;0;1
formation;11;3;24
consacrer;14;1;25
conception;1;0;36
chercher;16;3;18
avortement;13;19;4
art;12;1;16
arabe;1;20;11
ami;20;5;8
travailleur;15;2;19
transport;7;0;32
sécurité;12;12;11
socialisme;16;1;17
réel;9;5;23
rue;17;15;6
recevoir;18;3;17
propriétaire;9;3;27
profit;3;2;34
produit;4;2;32
mémoire;15;4;16
géorgie;12;12;2
girondin;29;0;0
genre;6;4;10
enquête;11;15;5
don;4;2;3
dominer;14;0;22
destruction;7;1;13
copernic;0;0;32
contrôler;20;1;18
contraception;4;6;23
cinéma;5;1;24
archive;11;10;4
apporter;13;2;23
accès;4;10;22
accuser;19;16;4
éviter;16;5;17
zone;8;1;20
violent;22;5;8
trotski;35;0;3
traduire;2;2;31
souhaiter;13;3;17
scène;16;4;10
religion;17;0;20
publication;7;5;21
petrograd;34;0;0
officiel;21;9;4
objectif;22;5;11
nouvel;11;18;9
notion;3;0;35
modifier;10;5;20
ministère;14;17;4
marcher;22;6;3
justice;18;16;3
juger;23;7;5
installer;18;3;17
humanité;6;2;27
corps;16;3;19
compagnie;7;0;22
chronologie;21;4;10
canada;22;2;4
bande;21;3;1
andré;11;4;7
absence;5;6;26
xviie;1;0;35
tiers;19;0;13
semaine;19;14;1
secret;15;4;5
pousser;15;5;13
pilule;2;3;26
personnalité;18;10;7
pascal;5;2;14
it;1;1;1
henry;10;0;24
fonction;11;4;20
daniel;5;15;5
conservateur;16;3;18
conscience;11;1;20
connaissance;4;0;24
compter;12;5;8
commons;4;2;13
cité;6;1;18
chrétien;21;1;10
choisir;18;7;12
augmenter;6;0;31
améliorer;5;1;23
volonté;16;2;16
vide;5;1;6
universel;16;0;20
trouble;11;12;11
tome;3;0;3
susciter;13;6;17
sidi;0;34;0
réduire;8;3;24
remettre;17;0;19
présidence;5;29;0
protéger;19;4;12
posséder;9;0;21
porte;14;9;11
pape;5;10;18
oclc;2;1;0
occuper;19;13;4
militant;21;10;4
journaliste;18;11;7
génération;9;1;21
georges;4;3;9
fédéral;27;2;4
extérieur;11;2;23
envoyer;25;1;9
emmanuel;0;14;6
eau;3;0;31
disque;0;1;2
direct;12;3;14
céréale;3;0;30
croissant;5;0;30
conférence;24;4;2
alain;12;5;7
accepter;21;5;7
washington;24;4;3
vague;10;1;20
sr;32;0;1
quitter;14;14;6
philadelphie;24;1;6
perdre;16;3;12
out;1;0;3
léon;12;0;18
jacobin;26;0;2
is;4;4;2
http;1;15;9
history;3;0;4
foule;23;7;1
exprimer;13;9;13
ennemi;26;1;6
employé;5;1;26
difficulté;13;2;18
demeure;6;1;26
composer;18;3;6
code;15;4;11
bouzid;0;33;0
arriver;23;4;5
appliquer;14;0;20
émission;7;2;23
urbain;12;0;16
tension;17;8;9
simple;10;0;21
santé;3;7;23
réunir;20;6;6
près_de;13;3;17
propagande;24;0;5
plutôt;14;1;18
percevoir;11;1;19
opération;25;3;4
opinion;11;9;9
mécanique;1;0;33
meilleur;2;2;25
littérature;7;1;13
guy;9;2;9
fayard;2;0;3
facteur;4;0;29
essentiellement;9;1;22
dépêcher;1;24;0
définir;13;2;19
disposer;12;2;18
descartes;1;0;27
critiquer;17;4;13
couplet;12;0;4
couleur;12;9;4
construire;4;0;27
communication;3;4;21
communauté;10;0;21
climat;4;7;18
bilan;7;15;3
actuel;6;3;20
univers;0;0;26
télévisé;1;3;11
traditionnel;3;1;27
rendement;0;0;31
portugais;22;0;7
philosophe;1;0;32
particulièrement;7;2;23
moscou;29;3;0
mine;1;1;23
milice;16;2;1
michael;3;1;12
majeur;3;3;27
issue;19;3;10
fils;10;6;10
ferro;10;1;1
faible;4;1;25
fabriquer;0;2;27
empêcher;14;12;7
effort;16;1;14
colon;20;0;12
battre;18;10;2
technicien;1;0;31
répandre;4;1;26
rejoindre;16;6;4
profond;5;1;22
multiplier;16;1;13
monter;25;0;6
marxiste;11;0;20
mark;0;1;7
list;0;0;4
impliquer;4;1;23
idéal;12;1;17
frontière;18;3;10
froid;23;0;7
exécutif;21;9;2
essor;0;0;29
décennie;8;0;23
division;7;0;23
dissolution;16;16;0
continental;21;0;7
chanter;4;1;3
centaine;18;10;3
capitaliste;6;0;24
besoin;8;0;23
bateau;0;0;22
atelier;3;0;25
égalité;21;1;6
web;0;5;22
vf;1;0;3
télévision;9;8;11
textile;5;1;19
suisse;5;5;18
situer;10;3;17
revanche;10;0;20
retrouver;17;2;10
renforcer;14;2;13
qualifié;5;6;20
pression;13;12;5
pp;4;3;7
olivier;2;4;18
officier;29;0;1
none;2;1;2
mourir;11;11;8
magazine;0;16;8
libertaire;10;2;10
lettre;9;0;18
lent;0;0;13
intervenir;15;2;11
futur;12;3;10
figure;8;3;11
famine;18;0;12
el;0;28;1
directement;5;2;15
concurrence;2;0;27
concevoir;3;0;26
clément;1;0;2
central;25;0;6
bénéficier;11;3;17
arme;19;1;5
alimentaire;5;1;24
acier;0;0;23
évoquer;8;13;8
éthique;0;0;21
travailler;2;1;21
taux;2;0;21
staline;21;0;1
route;16;4;10
richesse;2;0;27
renverser;18;3;9
rcd;1;28;0
prévoir;18;6;5
présentation;4;3;4
protestant;7;1;17
productivité;0;0;30
prisonnier;20;8;2
plante;1;0;27
perte;14;0;16
peine;19;2;8
original;2;1;15
newton;0;0;24
métier;2;1;27
montagnard;26;0;1
liu;26;0;1
japy;0;0;22
issu;12;3;12
indiquer;8;6;16
importer;8;1;19
idéologique;12;1;14
fait;12;5;12
entier;8;2;19
doter;7;2;21
divers;11;6;12
difficile;6;4;18
caractériser;5;2;23
camp;24;0;2
bloc;15;1;0
anarchiste;24;0;2
actif;12;3;14
élire;19;4;4
toucher;13;6;9
symbole;6;6;15
soir;8;18;2
sociologie;1;4;17
qualifier;6;6;16
pétrole;2;0;20
précis;7;2;17
propos;8;8;7
progressivement;8;1;20
plein;10;6;9
pdf;4;17;4
parvenir;14;1;14
occident;11;0;13
minute;4;7;9
marchand;4;1;21
manufacture;0;0;27
lin;21;2;0
limite;7;1;21
lever;14;4;8
italie;13;2;12
fondation;4;6;16
financer;10;3;16
fermer;16;3;10
familial;9;3;13
faction;28;0;0
fabrication;1;0;26
extrême;21;2;5
expérience;10;0;19
entrée;8;5;10
enseignement;13;5;8
démission;2;24;1
domestication;0;0;23
club;14;0;1
clair;15;5;4
bureau;15;10;2
autoriser;15;4;8
ampleur;8;8;13
amener;16;1;10
alexandre;11;2;8
administration;14;7;7
accorder;12;2;14
abus;0;20;7
électronique;2;0;20
électoral;16;9;1
économiste;0;0;27
échange;2;2;21
vincent;8;3;6
vieux;13;0;13
type;2;1;25
sorte;6;2;20
signer;16;5;6
sexe;4;0;20
roman;6;1;12
rené;10;0;11
relatif;4;1;21
quotidien;12;3;13
présent;6;4;11
présence;11;8;7
protection;9;4;12
prague;24;2;0
phase;4;1;20
nuit;21;3;0
nbc;6;3;2
menace;9;2;15
marxisme;3;1;18
manquer;11;4;11
interview;2;6;7
fortement;1;1;26
figaro;1;24;1
exception;5;1;13
enjeu;2;3;19
effectuer;3;3;18
département;17;3;4
domestiquer;1;0;26
distinguer;1;1;25
denis;2;3;5
danton;16;1;0
contraceptif;1;0;24
complexe;4;1;22
commander;16;0;10
coalition;19;1;0
centrale;7;6;14
bâtiment;14;4;10
bernard;4;1;9
attaquer;21;3;1
anarchisme;5;3;11
al;5;12;3
2e;6;2;2
élite;20;1;6
ébauche;0;0;14
xxie;0;1;15
william;0;0;18
vrai;9;5;5
vaste;6;0;21
utopie;0;0;22
tourner;5;1;16
tendance;8;1;18
solution;15;2;10
soleil;3;2;19
sans_culotte;24;0;0
réussir;13;1;13
réserve;2;2;17
rose;2;16;1
renversement;18;7;1
quatrième;10;0;11
policier;19;6;2
pièce;5;2;17
philosophique;1;0;24
nourriture;3;2;21
naturel;2;0;23
maître;13;1;12
libre_échange;1;0;22
juridique;11;1;14
ingénieur;1;2;20
fonctionner;1;1;22
existence;6;0;20
espagnol;12;2;10
eric;0;1;4
environnement;0;0;27
détruire;11;2;11
décisif;9;0;18
domination;1;0;24
dater;2;2;21
cour;10;13;3
concerner;6;2;17
collection;0;0;4
bouleversement;0;0;22
berlin;18;4;4
avènement;5;0;22
asie;7;2;14
amour;7;2;13
acquérir;12;2;13
abolition;19;0;7
éclater;11;12;3
révéler;6;7;10
réprimer;23;3;0
rédiger;18;2;6
retirer;14;5;5
relever;8;2;16
profiter;7;1;18
patriote;22;0;2
patrick;6;1;16
parlementaire;15;9;2
pacifique;16;7;2
outil;3;0;23
offrir;5;1;16
observateur;1;24;1
numéro;10;5;7
net;9;5;6
montréal;12;3;2
mobiliser;11;7;8
misère;9;0;17
mission;20;0;2
maison;19;5;0
limiter;12;2;12
grave;18;1;7
exécuter;24;0;2
définition;6;0;19
distribution;2;0;20
deng;23;0;1
debord;10;0;9
corruption;3;20;3
confédération;18;1;4
clé;5;1;17
clergé;22;0;0
cesse;9;0;17
caractère;7;1;18
candidat;6;17;3
canal;3;0;20
application;10;0;14
allié;21;2;0
agraire;8;0;18
évoluer;1;3;17
étape;3;3;18
émancipation;8;0;13
élu;23;0;0
élevé;3;1;21
vision;1;2;19
village;13;3;6
tendre;4;7;10
sang;21;1;2
riche;6;1;18
preuve;7;3;15
nucléaire;12;0;7
message;6;2;5
massif;15;1;9
inégalité;1;1;18
investissement;1;0;24
indépendant;13;7;3
industrialisme;0;0;21
généralement;3;1;21
gouverneur;17;5;2
ghannouchi;0;23;0
gagner;20;0;4
fédération;13;3;0
espace;5;4;14
dérouler;9;1;8
déposer;8;5;11
débuter;10;2;13
duplessis;20;0;0
drapeau;15;4;3
consommation;0;0;25
conserver;7;4;11
chômage;1;4;19
avis;10;3;4
arrestation;18;5;1
apple;0;0;9
accroître;3;0;22
abandonner;14;4;7
werth;6;0;2
watt;0;0;22
voter;19;1;1
vivant;2;1;11
unité;15;0;9
tribunal;18;3;2
succéder;14;1;9
subir;10;7;7
slogan;9;8;5
roger;0;1;2
revendication;13;9;2
responsabilité;12;0;11
refus;8;1;12
pédophilie;1;19;2
prêt;12;4;5
protectionnisme;0;0;20
personnel;6;2;11
nécessité;11;1;12
mutation;0;1;21
morceau;0;2;4
min;1;1;2
maintenir;13;5;6
km;3;1;14
jefferson;10;0;8
investir;6;3;12
infrastructure;3;0;19
germinal;17;0;4
franklin;3;0;12
financement;1;8;15
exécution;23;0;0
extension;5;2;17
espagne;11;0;13
environnemental;0;0;21
enregistrement;3;0;0
désir;11;1;11
droite;17;0;3
do;7;0;0
correspondre;1;1;17
contraindre;8;3;13
conquête;14;2;5
commandement;21;1;1
citer;3;2;17
autonomie;6;0;18
aspect;5;1;14
antoine;10;0;2
accompagner;6;0;16
établissement;11;4;6
équilibre;9;0;12
xvie;1;0;19
world;4;1;2
uni;12;1;8
tournant;4;1;17
théologien;0;0;20
taille;0;0;23
suprême;11;8;2
spectacle;13;1;8
smith;0;0;22
réunion;17;4;2
réflexion;0;1;17
rappeler;7;6;10
professeur;9;5;7
port;8;0;14
phrase;1;0;11
opposant;14;9;0
officiellement;15;4;3
occasion;13;4;6
nam;19;0;2
modéré;21;0;2
kirghize;6;12;0
justifier;13;0;10
jasmin;1;16;0
interprétation;5;0;14
interprète;5;0;1
instaurer;13;0;10
immédiat;19;2;2
hypothèse;2;0;20
gouverner;13;3;5
from;1;2;0
forcer;17;2;3
fondamental;7;1;15
faveur;16;3;4
exploitation;1;0;20
exode;0;1;20
espoir;11;5;7
durable;3;1;17
diviser;13;2;7
disparition;5;0;14
différence;6;0;14
diffusion;6;0;13
célèbre;10;0;13
cuba;19;0;2
coût;4;1;17
construction;2;1;19
comte;7;0;9
comportement;3;0;18
complot;14;6;0
chambre;21;1;0
cardinal;3;12;6
caractéristique;2;2;19
capitaine;7;1;2
bois;3;2;13
be;0;5;2
bastille;16;2;1
baser;2;0;20
baisser;2;3;17
avocat;5;14;2
attaque;17;3;3
apprendre;12;2;8
agent;10;4;7
adoption;5;1;15
achever;5;0;9
échelle;4;0;15
viêt;18;0;2
vatican;2;14;3
ugtt;4;18;0
tsariste;17;0;5
traitement;3;0;19
train;8;2;9
session;3;1;0
scandale;7;12;3
regrouper;9;2;7
rebelle;15;1;0
préparer;14;4;4
portant;6;6;10
physique;0;1;21
personnage;1;1;12
ouvertement;17;3;2
mythe;4;0;8
moyenne;2;2;18
mauvais;6;2;14
maurice;11;3;2
large;7;4;9
individuel;5;1;15
incident;20;2;0
impôt;14;1;3
ianoukovitch;0;21;0
hébert;16;0;0
exiger;11;2;9
exercer;10;6;6
espèce;1;0;20
emploi;3;3;16
dépasser;4;1;17
doi;0;0;4
complet;9;2;9
chiner;2;2;1
chasseur;1;0;19
carte;0;4;12
biao;16;0;0
approcher;4;1;17
alexander;6;1;13
adam;0;0;20
abolir;16;0;5
énorme;7;2;9
émerger;0;0;21
écrivain;8;2;10
zhou;18;0;0
vraiment;4;3;10
von;3;0;12
unique;11;1;9
tradition;5;0;15
table;0;0;3
séparation;6;2;6
séance;12;1;4
surface;1;1;16
souverain;13;3;4
shaoqi;19;0;0
serment;17;2;0
retenir;2;0;15
pékin;19;0;0
prêtre;16;4;0
