"";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"tchéka";-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;-0,2302;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;-0,4157;-0,2725;-0,3864;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;-0,7557;-0,1115;-1,3044;-0,0479;-0,2085;-0,4723;-0,1539;16,9235;-0,0282;-0,4907;-0,0411;-0,1793;-0,5902;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"live";-0,0134;-0,014;-0,0046;-0,0174;3,2936;-0,0555;-0,0056;-0,0061;-0,0096;-0,665;-0,0123;-0,1236;-0,0082;-0,0279;1,4501;-0,0112;-0,0702;-0,4388;-0,2877;-0,4078;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;-0,7977;-0,1177;-0,373;-0,0506;0,4006;-0,1594;-0,1625;-0,7393;-0,0297;-0,5179;-0,0434;-0,1892;-0,623;-0,1354;-0,0119;15,6636;-0,0112;-0,0507
"2007";-0,0672;-0,0699;2,8761;0,7419;0,3312;-0,2773;-0,0282;-0,0303;-0,0481;-1,7185;-0,0615;-0,6179;2,3891;-0,1393;1,8446;-0,0559;-0,3509;2,9062;-1,4385;0,5098;-0,3861;-0,076;-0,2017;1,1581;1,9462;0,287;-0,5886;-6,8855;-0,2529;0,3392;-0,7317;7,3409;-0,2425;-0,1486;0,6555;-0,217;0,4373;-2,1885;1,1548;-0,0594;1,5519;0,9172;-0,2536
"abrams";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;18,284;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;-0,3891;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"éducation";-0,0488;-0,0508;-0,0167;-0,063;-1,7737;-0,2014;-0,0205;-0,022;-0,0349;-0,6803;-0,0447;-0,4487;-0,0296;-0,1012;-0,057;-0,0406;-0,2548;-0,9152;-1,0447;2,2357;-0,2804;-0,0552;-0,1465;-0,4906;-0,0503;-1,9937;0,2032;-3,0421;-0,1836;-0,7993;0,4201;-0,59;-0,5451;-0,1079;14,8868;0,5167;9,3489;-1,4557;-0,4919;-0,0432;-0,0818;-0,0407;-0,1842
"club";-0,0205;-0,0213;-0,007;-0,0265;-0,7454;-0,0847;-0,0086;-0,0093;-0,0147;-1,015;-0,0188;-0,1886;-0,0124;-0,0425;4,6202;1,4146;-0,1071;-0,6698;-0,4391;-0,6225;-0,1179;-0,0232;-0,0616;-0,2062;-0,0212;10,3648;-0,1797;-0,2731;-0,0772;-0,3359;-0,7609;-0,248;-0,2659;-0,0454;-0,3313;-0,0662;-0,2888;-0,4358;-0,2067;-0,0181;-0,0344;-0,0171;-0,0774
"réflexion";-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;1,5405;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;-0,0849;0,4737;-0,3482;-0,4937;-0,0935;-0,0184;-0,0488;-0,1635;-0,0168;-0,1918;-0,1425;0,8867;-0,0612;-0,2664;1,3691;-0,1967;-0,8949;-0,036;0,7916;-0,0525;0,3873;-0,7542;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"pouvoir";-0,4887;-0,1713;-0,1672;-0,6312;-2,3746;-0,7984;-0,2052;0,4002;0,7159;2,1832;-0,4474;-2,6744;0,3057;0,6871;-0,5703;0,2165;-1,1653;-1,6591;-0,5828;-0,4975;-0,4218;-0,1957;0,6043;0,7984;-0,1689;1,8212;-0,3135;-6,3364;-0,2316;1,7538;1,3946;5,4539;14,793;-0,5371;-3,7294;1,1305;-1,3057;-2,2962;-1,1692;-0,4322;0,2505;0,2158;-0,4097
"slogan";-0,017;-0,0177;-0,0058;-0,0219;-0,6169;0,8269;-0,0071;-0,0077;-0,0121;2,0672;-0,0155;-0,1561;-0,0103;-0,0352;-0,0198;-0,0141;-0,0886;-0,5543;-0,3634;0,4904;-0,0975;-0,0192;-0,0509;-0,1706;-0,0175;-1,0076;-0,1487;-1,7392;-0,0639;-0,278;-0,6297;1,1021;0,4696;-0,0375;0,7525;-0,0548;0,9907;1,0335;-0,1711;-0,015;-0,0285;-0,0141;0,8628
"cas";0,8229;-0,0736;-0,0242;-0,0914;-0,777;-0,2919;-0,0297;-0,0319;-0,0506;0,6096;-0,0648;-0,6504;-0,0429;-0,1467;-0,0826;-0,0588;-0,3694;-0,2337;0,5872;1,2796;0,2163;-0,08;-0,2123;0,6538;-0,073;-0,3765;-0,2327;0,8948;2,466;0,9052;-0,5287;2,4523;-1,2012;-0,1564;-0,2273;-0,2284;-0,9961;-1,2099;-0,2888;-0,0626;-0,1186;-0,059;-0,267
"car";-0,0509;-0,053;-0,0174;-0,0658;-1,8508;-0,2102;-0,0214;-0,023;-0,0364;2,4789;-0,0466;0,5373;-0,0309;-0,1056;-0,0594;-0,0423;0,3392;-0,315;0,3471;-0,4959;-0,2926;-0,0576;-0,1528;0,4859;-0,0525;0,9069;-0,4461;-0,6903;-0,1916;-0,3647;-0,2332;-0,2297;-0,6009;2,6388;2,8916;-0,1644;-0,7171;-1,0114;-0,1725;-0,0451;-0,0854;-0,0424;-0,1922
"purge";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;7,1948;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;1,321;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"celles_ci";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;1,4338;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;1,0921;-0,0406;-0,008;-0,0212;0,821;-0,0073;0,2079;-0,062;0,3287;-0,0266;-0,1158;0,3435;-0,0855;-0,3891;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"discussion";-0,0099;-0,0103;-0,0034;-0,0128;1,3679;-0,0409;-0,0042;-0,0045;-0,0071;-0,49;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;0,791;0,4132;0,3015;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;-0,2038;-0,0867;-1,0145;-0,0373;-0,1622;-0,3673;0,6182;0,468;-0,0219;0,6819;-0,032;0,5613;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"printemps";-0,0425;-0,0441;-0,0145;-0,0548;0,8876;-0,1752;-0,0178;-0,0191;-0,0304;2,23;-0,0389;-0,3902;-0,0257;-0,088;-0,0495;-0,0353;0,3983;-1,3858;-0,9085;0,4838;4,675;-0,048;-0,1274;0,2037;1,0183;1,6972;1,2712;-2,5015;-0,1597;-0,695;-1,5743;-0,5131;-0,2291;-0,0939;-0,9466;-0,137;-0,5976;0,5691;-0,4277;-0,0375;0,8206;1,1067;-0,1602
"nomination";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;1,3215;-0,0711;-0,0073;0,6315;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;0,2279;-0,0156;0,3315;-0,0228;-0,0996;3,4257;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"palais";-0,0134;-0,014;-0,0046;-0,0174;-0,4884;-0,0555;-0,0056;-0,0061;-0,0096;-0,665;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;0,1966;-0,2877;-0,4078;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;0,5974;2,6342;-1,3769;2,2253;-0,2201;-0,4985;-0,1625;0,307;-0,0297;-0,5179;-0,0434;0,452;3,6068;-0,1354;-0,0119;-0,0225;-0,0112;-0,0507
"michel";-0,0807;-0,0839;-0,0276;-0,1042;-2,9307;-0,3328;-0,0339;-0,0364;0,9051;-2,2426;-0,0738;-0,7415;33,7814;-0,1672;-0,0941;-0,067;0,5996;-1,7742;0,2588;-0,278;-0,4634;-0,0912;-0,242;-0,8106;1,7961;6,998;-0,285;-2,2396;-0,3034;-1,3206;0,2965;-0,9749;-0,3163;-0,1784;0,2636;0,9179;-0,5738;-2,7412;0,2552;-0,0713;13,5408;-0,0672;-0,3043
"sembler";-0,0382;-0,0397;-0,0131;-0,0493;-1,3881;-0,1576;-0,016;-0,0172;-0,0273;0,6232;-0,035;0,2561;-0,0232;0,7781;-0,0446;-0,0317;-0,1994;-1,2472;0,2548;-0,5868;-0,2195;-0,0432;-0,1146;-0,3839;-0,0394;-0,5935;2,9954;-0,5908;-0,1437;1,2702;0,6805;1,0535;-0,8309;-0,0845;2,3012;-0,1233;-0,5378;0,2525;0,6586;-0,0338;-0,064;-0,0318;-0,1441
"coll";-0,0623;-0,0648;-0,0213;-0,0804;-0,6042;-0,2569;-0,0261;-0,0281;-0,0445;-0,7457;-0,057;-0,5723;-0,0378;-0,1291;-0,0727;-0,0517;-0,325;-2,0326;0,7346;-0,7047;-0,3577;-0,0704;-0,1868;-0,6257;-0,0642;7,8914;0,8878;-1,893;-0,2342;-0,4906;-0,3903;-0,7525;7,8905;4,74;-2,3991;-0,201;0,2249;-2,8859;-0,6274;-0,0551;-0,1044;-0,0519;-0,2349
"découvrir";-0,0113;-0,0118;-0,0039;-0,0146;1,2176;-0,0467;-0,0048;1,9324;-0,0081;-0,56;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,2419;0,989;0,2624;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,6717;-0,0991;-1,1595;-0,0426;1,1864;-0,4198;-0,1368;-0,2247;-0,025;1,1577;-0,0365;-0,1593;-0,5246;1,5634;-0,01;-0,019;-0,0094;-0,0427
"1830";-0,0177;-0,0184;-0,006;-0,0228;-0,6426;-0,073;-0,0074;-0,008;-0,0127;0,2315;-0,0162;-0,1626;-0,0107;-0,0367;-0,0206;-0,0147;-0,0923;-0,5774;-0,3785;-0,5366;-0,1016;-0,02;-0,0531;-0,1777;-0,0182;-0,5009;3,3972;9,4378;-0,0665;-0,2896;-0,6559;-0,2138;-0,9728;-0,0391;-0,6815;-0,0571;-0,249;-0,8198;-0,1782;-0,0156;-0,0297;-0,0147;-0,0667
"kirghize";-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;-0,805;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;-0,0849;-0,5312;-0,3482;-0,4937;-0,0935;-0,0184;12,8425;-0,1635;-0,0168;-0,9656;-0,1425;-1,6668;22,7686;-0,2664;-0,6034;-0,1967;-0,8949;-0,036;-0,627;-0,0525;-0,2291;-0,7542;-0,164;-0,0144;-0,0273;-0,0136;2,0597
"forme";-0,0757;-0,0787;-0,0259;0,6955;-0,2353;0,7924;-0,0318;-0,0341;0,9309;-0,2585;-0,0693;0,3248;-0,0459;0,5182;-0,0883;-0,0629;-0,3952;-1,0954;0,3001;1,1309;-0,4349;-0,0856;-0,2272;-0,7608;-0,0781;0,276;-0,2585;1,4703;-0,2848;0,5072;0,536;-0,4197;-1,02;-0,1674;-0,4428;0,963;0,3582;-0,4787;0,2827;-0,067;-0,1269;-0,0631;-0,2856
"artisan";-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;-0,63;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;1,9116;-0,2725;-0,3864;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;0,2977;-0,1115;1,3328;-0,0479;1,9564;-0,4723;-0,1539;-0,7004;-0,0282;-0,4907;-0,0411;0,4708;0,4197;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"nom";-0,0672;3,2261;-0,023;-0,0868;-2,4421;-0,2773;-0,0282;-0,0303;-0,0481;3,0226;-0,0615;-0,6179;-0,0408;-0,1393;-0,0784;-0,0559;0,2563;-1,4026;-0,4388;0,5098;1,2255;-0,076;0,4301;2,3329;-0,0693;0,5884;0,4088;-0,9259;-0,2529;-0,548;-0,7317;0,2558;0,5288;-0,1486;-1,7353;0,4053;-0,1974;0,4122;-0,6773;4,9158;-0,1127;-0,056;-0,2536
"non";-0,1224;-0,1273;-0,0419;-0,1581;-4,4479;0,4913;-0,0514;-0,0552;-0,0876;2,1051;-0,1121;-1,1253;-0,0742;-0,2538;-0,1428;2,7554;-0,6391;-2,257;1,779;-0,396;0,3191;1,3879;0,2435;-0,3319;0,5982;-1,1565;-0,5296;-1,0159;-0,4605;0,3194;1,3151;-0,2491;1,392;0,3337;1,7268;0,2237;-1,0231;-0,9532;2,107;-0,1083;-0,2052;-0,102;0,5431
"sol";-0,0113;-0,0118;-0,0039;-0,0146;3,7586;-0,0467;-0,0048;-0,0051;-0,0081;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,2419;-0,2422;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,6717;0,6902;-0,2639;-0,0426;0,4592;-0,4198;-0,1368;-0,6226;-0,025;-0,4361;-0,0365;-0,1593;-0,5246;3,962;-0,01;-0,019;-0,0094;-0,0427
"1955";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;1,0132;-0,2771;-0,1817;2,7084;2,2693;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;-0,8696;-0,0319;-0,139;0,2876;-0,1026;-0,1396;-0,0188;0,2764;-0,0274;-0,1195;0,2248;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"1956";-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;0,3085;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,485;-0,3179;1,7764;1,7907;-0,0168;-0,0446;-0,1493;-0,0153;-0,3859;-0,1301;0,3899;-0,0559;-0,2432;-0,551;-0,1796;-0,8171;-0,0328;4,7312;-0,048;-0,2091;-0,6886;-0,1497;-0,0131;-0,0249;-0,0124;-0,0561
"1951";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;0,5312;1,0921;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,2079;-0,062;0,3287;-0,0266;-0,1158;-0,2624;-0,0855;-0,3891;-0,0156;0,9196;-0,0228;-0,0996;-0,3279;0,8199;-0,0063;-0,0119;-0,0059;-0,0267
"1950";-0,029;-0,0302;-0,0099;-0,0375;-1,0539;-0,1197;-0,0122;-0,0131;1,3311;-0,217;-0,0266;-0,2666;-0,0176;-0,0601;-0,0338;-0,0241;-0,1514;-0,1921;-0,6208;0,499;0,4967;-0,0328;-0,087;-0,2915;-0,0299;-1,7213;-0,254;-0,6501;-0,1091;-0,151;1,045;-0,3506;-0,5144;-0,0641;6,2653;-0,0936;1,1826;-1,3445;1,537;-0,0257;-0,0486;-0,0242;-0,1094
"1953";-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;0,6592;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,1532;-0,3179;2,5577;0,7486;-0,0168;-0,0446;-0,1493;-0,0153;-0,8816;-0,1301;-0,4522;-0,0559;0,9804;-0,1878;-0,1796;-0,3446;-0,0328;2,1279;-0,048;-0,2091;-0,6886;-0,1497;-0,0131;-0,0249;-0,0124;-0,0561
"not";-0,0092;-0,0096;-0,0031;-0,0119;4,3625;-0,0379;-0,0039;-0,0041;-0,0066;-0,455;-0,0084;-0,0845;-0,0056;3,0636;-0,0107;-0,0076;-0,048;-0,3002;-0,1968;0,8942;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,5458;-0,0805;-0,9421;-0,0346;0,5332;-0,3411;-0,1112;-0,5058;-0,0203;-0,3544;-0,0297;-0,1295;0,614;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"hall";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;0,8186;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;8,131;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;0,2825;-0,0293;-0,1274;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"nos";-0,034;-0,0353;-0,0116;-0,0439;0,279;-0,1401;-0,0143;-0,0153;-0,0243;-0,5669;-0,0311;-0,3122;1,3343;-0,0704;-0,0396;-0,0282;0,4748;-1,1086;-0,2949;0,3873;-0,1951;-0,0384;-0,1019;0,2642;-0,035;-0,7723;-0,2974;1,2529;-0,1277;0,4421;0,8276;-0,4104;0,6456;-0,0751;0,476;-0,1096;0,5272;-0,5057;0,2634;-0,03;-0,0569;-0,0283;-0,1281
"hiérarchie";-0,0092;-0,0096;-0,0031;-0,0119;1,4541;-0,0379;-0,0039;-0,0041;-0,0066;-0,1346;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;0,3018;-0,1968;2,5655;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,1804;-0,0805;-0,9421;-0,0346;-0,1506;0,2644;-0,1112;-0,1598;-0,0203;-0,3544;-0,0297;-0,1295;0,2039;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"exportation";-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,56;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,6995;-0,2422;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,6717;-0,0991;2,904;-0,0426;-0,1853;-0,4198;-0,1368;-0,6226;-0,025;-0,4361;-0,0365;-0,1593;1,601;1,5634;-0,01;-0,019;-0,0094;-0,0427
"james";-0,0297;-0,0309;-0,0102;-0,0384;-1,0796;-0,1226;-0,0125;-0,0134;-0,0213;-1,47;-0,0272;0,3308;-0,018;-0,0616;-0,0347;-0,0247;0,5224;6,0224;0,7607;-0,9016;-0,1707;-0,0336;-0,0892;-0,2986;-0,0306;-1,7633;0,3461;4,7222;-0,1118;-0,157;0,3468;0,2498;-1,6343;-0,0657;-0,5743;-0,0959;-0,4183;-1,3773;-0,2994;-0,0263;-0,0498;-0,0248;-0,1121
"surmonter";-0,0071;-0,0074;-0,0024;-0,0091;1,7754;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;0,3287;-0,0266;1,5674;0,3435;-0,0855;-0,3891;-0,0156;0,3315;-0,0228;-0,0996;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"el";-0,0219;-0,0228;-0,0075;-0,0283;-0,7968;-0,0905;-0,0092;-0,0099;-0,0157;-1,085;-0,0201;-0,2016;-0,0133;-0,0455;-0,0256;-0,0182;-0,1145;-0,7159;-0,4693;-0,6655;-0,126;-0,0248;-0,0658;1,046;-0,0226;-1,3015;-0,1921;-2,2466;-0,0825;0,2498;-0,8134;-0,2651;-1,2062;-0,0485;-0,8451;-0,0708;-0,3087;28,3232;-0,221;-0,0194;-0,0368;-0,0183;-0,0827
"ébranler";-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,49;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;2,9807;-0,3005;-0,0569;1,594;1,1796;-0,0995;-0,0102;-0,5877;-0,0867;-1,0145;-0,0373;-0,1622;0,7065;0,6182;2,3208;-0,0219;-0,3816;-0,032;-0,1394;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"lieu";0,7192;-0,0957;-0,0315;-0,1188;-1,2582;-0,3795;-0,0386;-0,0415;0,852;1,1057;-0,0842;0,2386;-0,0558;-0,1907;-0,1073;-0,0764;-0,4802;1,4221;-0,4612;1,2989;-0,1815;-0,1041;0,3276;-0,4266;0,7073;-0,842;0,2587;1,0331;1,3371;-0,4789;0,4522;0,6042;-0,9096;0,4272;0,269;0,3052;-1,295;-0,8002;-0,9269;-0,0813;-0,1542;-0,0766;0,2594
"ex";-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;0,3085;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,485;-0,3179;-0,4508;0,7486;-0,0168;-0,0446;-0,1493;-0,0153;-0,3859;-0,1301;0,3899;-0,0559;-0,2432;0,4547;1,2043;1,5322;-0,0328;0,8781;-0,048;-0,2091;-0,2658;-0,1497;-0,0131;-0,0249;-0,0124;-0,0561
"et";0,4302;-2,1549;-0,617;1,1182;-3,2876;-1,9928;-2,134;-0,3957;0,3523;-3,9823;-1,3349;-3,916;-2,1693;-2,2873;-1,7346;0,3085;0,4951;1,1475;0,8161;-1,2251;-2,2847;-1,0268;0,6114;-1,3603;-0,8019;5,2549;-0,3305;-2,6094;-0,3387;1,4143;3,0852;-1,8664;2,9195;0,6832;2,6864;-0,476;2,3008;1,069;-0,7646;-4,4955;-0,7224;-0,4266;0,5046
"déboucher";-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;1,7182;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;0,4132;-0,3005;-0,0569;-0,0112;-0,0297;1,6764;-0,0102;-0,5877;-0,0867;-0,1988;-0,0373;0,5064;0,2435;-0,1197;0,468;1,3083;-0,3816;-0,032;-0,1394;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"octobre";-0,1564;-0,1627;2,16;1,1003;-2,9766;-0,6453;-0,0657;-0,0705;-0,1119;-2,0212;-0,1432;0,9445;-0,0949;0,279;-0,1825;-0,13;-0,8164;1,6604;-1,272;0,4215;1,2432;0,4755;-0,4693;-0,9043;-0,1613;2,9422;-1,3697;-13,0953;-0,5884;-0,7835;0,9983;-1,1581;26,9201;-0,3458;-0,6839;0,4912;-0,9178;-2,5293;-0,9076;-0,1383;-0,2622;-0,1303;-0,2165
"quart";-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,2419;-0,2422;0,2624;-0,065;-0,0128;-0,034;-0,1137;-0,0117;0,3553;-0,0991;1,5802;1,0297;-0,1853;0,2079;-0,1368;0,3938;-0,025;0,1981;-0,0365;-0,1593;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"ficher";-0,012;1,5468;-0,0041;-0,0155;3,5913;-0,0496;4,2021;6,5798;-0,0086;-0,595;-0,011;4,003;-0,0073;-0,0249;-0,014;-0,01;-0,0628;-0,3926;-0,2574;-0,3649;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,7137;-0,1053;-1,2319;-0,0452;0,4383;-0,446;-0,1454;-0,6615;-0,0266;-0,4634;-0,0388;-0,1693;-0,5574;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"transition";-0,0601;-0,0625;-0,0206;-0,0777;-2,185;-0,2481;-0,0252;-0,0271;-0,043;-2,0648;-0,0551;-0,5528;-0,0365;-0,1247;-0,0702;-0,05;0,2885;-1,9633;-1,287;-1,0999;0,2607;-0,068;-0,1804;-0,2236;-0,062;-3,5689;-0,5267;5,3018;-0,2262;5,616;-1,4314;-0,297;-3,3077;-0,133;-2,3173;-0,1941;-0,8466;15,619;-0,2245;-0,0532;-0,1008;-0,0501;1,0173
"fonder";2,1251;-0,0581;-0,0191;-0,0722;-2,0308;-0,2306;-0,0235;-0,0252;1,0557;1,3897;0,9541;-0,5138;-0,0339;-0,1159;-0,0652;-0,0464;-0,2918;0,6473;-0,616;-0,9967;-0,3211;-0,0632;-0,1677;-0,5617;-0,0576;-1,7066;-0,16;0,831;-0,2103;-0,4188;2,2006;-0,6756;0,6303;-0,1236;2,5392;-0,1804;-0,3346;-2,5907;0,8591;-0,0494;-0,0937;-0,0466;-0,2109
"cacher";1,0595;1,0433;1,5126;0,9541;-0,2239;0,5035;1,4251;1,3947;1,1994;-0,7412;1,0962;0,6938;1,269;0,7637;0,9958;2,5722;0,4215;-0,3562;-0,3727;-0,6181;0,3895;1,0085;0,6208;0,2217;1,0468;-0,639;0,2595;-2,2663;0,5369;-0,2483;0,9634;-0,1538;-1,3832;0,7383;-0,8612;0,5933;-0,1962;-1,1046;0,221;-0,035;0,8483;1,1355;0,5358
"tenir";-0,0417;-0,0434;-0,0143;-0,0539;-0,2534;-0,1722;-0,0175;-0,0188;-0,0299;0,3142;-0,0382;-0,3837;-0,0253;-0,0865;-0,0487;-0,0347;-0,2179;-0,3929;0,4826;0,2627;-0,2398;-0,0472;-0,1252;0,6044;-0,043;0,5236;0,6911;-4,2759;1,2945;-0,6834;-0,2655;-0,1674;3,4281;-0,0923;-0,9251;-0,1347;2,6606;0,3667;-0,4206;-0,0369;-0,07;-0,0348;-0,1575
